Position	IP	CondAna_Present	CondAna_IP	CondAna_Control	CondAna_Fold	CondAna_Expectd	CondAna_Q_-lg10	CondAna_P_-lg10	CondAna_P_poiss	CondAna_IPvsEMP	CondAna_Noise	CondEth_Present	CondEth_IP	CondEth_Control	CondEth_Fold	CondEth_Expectd	CondEth_Q_-lg10	CondEth_P_-lg10	CondEth_P_poiss	CondEth_IPvsEMP	CondEth_Noise	CondGlu_Present	CondGlu_IP	CondGlu_Control	CondGlu_Fold	CondGlu_Expectd	CondGlu_Q_-lg10	CondGlu_P_-lg10	CondGlu_P_poiss	CondGlu_IPvsEMP	CondGlu_Noise	CondNit_Present	CondNit_IP	CondNit_Control	CondNit_Fold	CondNit_Expectd	CondNit_Q_-lg10	CondNit_P_-lg10	CondNit_P_poiss	CondNit_IPvsEMP	CondNit_Noise	KmerGroup	MotifId	KG_score	Strand
11:27463	  221.0	1	   33.0	NaN	NaN	   16.2	   3.40	NaN	   3.80	  -0.92	   0.26	1	  122.0	NaN	NaN	   14.4	  67.47	NaN	  67.94	  -0.92	   0.26	1	   55.0	NaN	NaN	   13.9	  15.92	NaN	  16.25	  -0.75	   0.26	0	   11.0	NaN	NaN	    8.0	   0.55	NaN	   0.74	  -0.52	   0.26	--------	-1	0.00	*
11:28176	  391.0	1	   58.0	NaN	NaN	   16.3	  14.32	NaN	  15.03	  -0.80	   0.30	1	  174.0	NaN	NaN	   14.7	 118.41	NaN	 119.02	  -0.76	   0.30	1	  142.0	NaN	NaN	   13.0	  92.33	NaN	  93.02	  -0.84	   0.30	1	   17.0	NaN	NaN	    8.1	   2.00	NaN	   2.39	  -0.95	   0.30	--------	-1	0.00	*
11:265080	  117.0	0	   24.0	NaN	NaN	   17.6	   0.88	NaN	   1.07	  -0.99	   0.00	1	   35.0	NaN	NaN	   19.1	   3.03	NaN	   3.15	  -0.88	   0.00	1	   46.0	NaN	NaN	   14.9	   9.83	NaN	  10.09	  -0.72	   0.00	0	   12.0	NaN	NaN	   10.8	   0.26	NaN	   0.40	  -0.67	   0.00	--------	-1	0.00	*
11:523318	  132.0	0	   22.0	NaN	NaN	   18.6	   0.48	NaN	   0.62	  -0.52	   0.00	1	   63.0	NaN	NaN	   14.1	  20.81	NaN	  21.07	  -0.88	   0.00	1	   37.0	NaN	NaN	   13.7	   6.67	NaN	   6.87	  -0.87	   0.00	0	   10.0	NaN	NaN	   19.5	  -0.02	NaN	   0.00	  -0.78	   0.00	--------	-1	0.00	*
11:636357	 1524.0	1	  306.0	NaN	NaN	   16.7	 260.76	NaN	 262.75	  -0.80	   0.07	1	  511.0	NaN	NaN	   10.2	 999.00	NaN	 999.00	  -0.77	   0.07	1	  637.0	NaN	NaN	   16.0	 999.00	NaN	 999.00	  -0.68	   0.07	1	   70.0	NaN	NaN	    8.5	  36.82	NaN	  38.81	  -0.80	   0.07	--------	-1	0.00	*
12:93401	  203.0	1	   30.0	NaN	NaN	   15.8	   2.65	NaN	   3.02	  -0.72	   0.36	1	   80.0	NaN	NaN	    8.3	  48.40	NaN	  48.81	  -0.93	   0.36	1	   81.0	NaN	NaN	   14.1	  33.43	NaN	  33.86	  -0.87	   0.36	0	   12.0	NaN	NaN	    9.3	   0.47	NaN	   0.65	  -0.80	   0.36	--------	-1	0.00	*
12:424211	  102.0	0	   17.0	NaN	NaN	   18.7	   0.11	NaN	   0.16	  -1.00	   0.00	1	   47.0	NaN	NaN	   10.7	  15.52	NaN	  15.74	  -0.91	   0.00	0	   18.0	NaN	NaN	   12.4	   1.00	NaN	   1.11	  -0.61	   0.00	1	   20.0	NaN	NaN	    7.8	   3.13	NaN	   3.72	  -0.72	   0.00	--------	-1	0.00	*
12:427484	  333.0	1	   37.0	NaN	NaN	   15.8	   4.90	NaN	   5.40	  -0.60	   0.24	1	  149.0	NaN	NaN	   10.9	 110.01	NaN	 110.59	  -0.86	   0.24	1	  123.0	NaN	NaN	   10.9	  81.44	NaN	  82.09	  -0.88	   0.24	1	   24.0	NaN	NaN	    7.8	   4.90	NaN	   5.59	  -0.67	   0.24	--------	-1	0.00	*
12:464210	  202.0	1	   33.0	NaN	NaN	   16.7	   3.17	NaN	   3.56	  -0.84	   0.00	1	   67.0	NaN	NaN	    9.8	  31.99	NaN	  32.32	  -0.89	   0.00	1	   75.0	NaN	NaN	   11.6	  34.13	NaN	  34.57	  -0.84	   0.00	1	   27.0	NaN	NaN	    8.3	   5.90	NaN	   6.66	  -1.12	   0.00	--------	-1	0.00	*
12:707085	  319.7	1	   33.6	NaN	NaN	   15.8	   3.86	NaN	   4.31	  -0.95	   0.06	1	  210.7	NaN	NaN	    9.7	 196.00	NaN	 196.72	  -0.77	   0.06	1	   66.8	NaN	NaN	   11.1	  29.05	NaN	  29.43	  -0.67	   0.06	0	    8.5	NaN	NaN	    8.0	   0.27	NaN	   0.40	  -0.51	   0.06	--------	-1	0.00	*
12:707192	  560.3	1	   44.4	NaN	NaN	   15.8	   8.18	NaN	   8.80	  -1.05	   0.06	1	  267.3	NaN	NaN	    9.5	 276.88	NaN	 277.83	  -0.87	   0.06	1	  219.2	NaN	NaN	   10.9	 196.78	NaN	 197.70	  -0.87	   0.06	1	   29.5	NaN	NaN	    8.0	   7.84	NaN	   8.65	  -0.86	   0.06	--------	-1	0.00	*
12:834709	  411.8	0	   24.4	NaN	NaN	   17.7	   1.02	NaN	   1.24	  -0.57	   0.02	1	  210.3	NaN	NaN	    9.0	 201.88	NaN	 202.64	  -0.77	   0.02	1	  177.1	NaN	NaN	   13.8	 127.24	NaN	 128.03	  -0.76	   0.02	0	    0.0	NaN	NaN	    7.8	  -0.01	NaN	   0.00	  -0.95	   0.02	--------	-1	0.00	*
12:834789	  707.2	1	  127.6	NaN	NaN	   17.7	  62.47	NaN	  63.62	  -0.86	   0.02	1	  260.7	NaN	NaN	    9.0	 273.39	NaN	 274.30	  -0.81	   0.02	1	  259.9	NaN	NaN	   13.6	 226.42	NaN	 227.50	  -0.78	   0.02	1	   59.0	NaN	NaN	    7.8	  29.14	NaN	  30.83	  -0.91	   0.02	--------	-1	0.00	*
13:181101	  323.0	1	   44.0	NaN	NaN	   19.0	   5.64	NaN	   6.18	  -0.69	   0.23	1	  166.0	NaN	NaN	   11.9	 124.03	NaN	 124.68	  -0.93	   0.23	1	   95.0	NaN	NaN	   13.8	  45.22	NaN	  45.73	  -0.90	   0.23	1	   18.0	NaN	NaN	    8.2	   2.22	NaN	   2.66	  -0.57	   0.23	--------	-1	0.00	*
13:454158	  160.0	0	   17.0	NaN	NaN	   16.5	   0.21	NaN	   0.31	  -0.84	   0.33	1	   86.0	NaN	NaN	   11.1	  45.03	NaN	  45.41	  -0.88	   0.33	1	   46.0	NaN	NaN	   13.2	  11.45	NaN	  11.73	  -0.99	   0.33	0	   11.0	NaN	NaN	    8.7	   0.42	NaN	   0.58	  -0.81	   0.33	--------	-1	0.00	*
13:482369	   59.0	0	   16.0	NaN	NaN	   16.0	   0.18	NaN	   0.27	  -0.85	   0.00	0	   13.0	NaN	NaN	    8.0	   1.09	NaN	   1.18	  -1.11	   0.00	0	   11.0	NaN	NaN	    9.9	   0.33	NaN	   0.39	  -1.32	   0.00	1	   19.0	NaN	NaN	    7.8	   2.74	NaN	   3.30	  -0.73	   0.00	--------	-1	0.00	*
13:534584	  121.0	0	   16.0	NaN	NaN	   16.8	   0.15	NaN	   0.21	  -0.68	   0.00	1	   51.0	NaN	NaN	    9.0	  21.14	NaN	  21.40	  -0.88	   0.00	1	   41.0	NaN	NaN	   11.9	  10.20	NaN	  10.47	  -0.95	   0.00	0	   13.0	NaN	NaN	    7.8	   0.97	NaN	   1.26	  -0.84	   0.00	--------	-1	0.00	*
13:851508	  197.0	0	   12.0	NaN	NaN	   20.5	  -0.02	NaN	   0.01	  -0.77	   0.00	1	  138.0	NaN	NaN	   16.9	  74.12	NaN	  74.62	  -0.76	   0.00	1	   40.0	NaN	NaN	   12.6	   9.00	NaN	   9.24	  -0.83	   0.00	0	    7.0	NaN	NaN	    7.8	   0.12	NaN	   0.18	  -0.61	   0.00	--------	-1	0.00	*
14:395687	 1647.0	1	  194.0	NaN	NaN	   17.4	 126.36	NaN	 128.06	  -0.87	   0.04	1	  566.0	NaN	NaN	   11.3	 999.00	NaN	 999.00	  -0.70	   0.04	1	  827.0	NaN	NaN	   13.7	 999.00	NaN	 999.00	  -0.67	   0.04	1	   60.0	NaN	NaN	   10.0	  25.03	NaN	  26.33	  -0.93	   0.04	--------	-1	0.00	*
14:508385	   62.0	1	   37.0	NaN	NaN	   15.4	   5.15	NaN	   5.66	  -0.79	   0.00	0	    6.0	NaN	NaN	    7.8	   0.07	NaN	   0.10	  -1.35	   0.00	0	   11.0	NaN	NaN	   10.1	   0.32	NaN	   0.37	  -0.78	   0.00	0	    8.0	NaN	NaN	    7.7	   0.20	NaN	   0.30	  -0.75	   0.00	--------	-1	0.00	*
15:83212	  731.7	1	   47.9	NaN	NaN	   18.2	   7.74	NaN	   8.32	  -0.97	   0.00	1	  358.1	NaN	NaN	   13.8	 999.00	NaN	 999.00	  -0.63	   0.00	1	  307.0	NaN	NaN	   17.3	 259.44	NaN	 260.65	  -0.73	   0.00	1	   18.8	NaN	NaN	    8.9	   2.22	NaN	   2.65	  -0.95	   0.00	--------	-1	0.00	*
15:83266	 1174.3	1	   79.1	NaN	NaN	   17.8	  25.69	NaN	  26.53	  -0.99	   0.00	1	  617.9	NaN	NaN	   13.8	 999.00	NaN	 999.00	  -0.60	   0.00	1	  437.0	NaN	NaN	   17.4	 999.00	NaN	 999.00	  -0.74	   0.00	1	   40.2	NaN	NaN	    8.9	  13.50	NaN	  14.41	  -0.98	   0.00	--------	-1	0.00	*
15:504563	  408.0	1	   52.0	NaN	NaN	   18.3	   9.37	NaN	  10.02	  -0.95	   0.22	1	  134.0	NaN	NaN	    8.4	 107.55	NaN	 108.11	  -0.94	   0.22	1	  195.0	NaN	NaN	   15.3	 138.24	NaN	 139.05	  -0.87	   0.22	1	   27.0	NaN	NaN	   11.6	   3.49	NaN	   4.10	  -0.99	   0.22	--------	-1	0.00	*
15:514422	  177.0	0	   24.0	NaN	NaN	   16.4	   1.09	NaN	   1.34	  -0.58	   0.48	1	   80.0	NaN	NaN	    9.7	  43.76	NaN	  44.13	  -0.90	   0.48	1	   54.0	NaN	NaN	   11.2	  19.21	NaN	  19.57	  -0.80	   0.48	1	   19.0	NaN	NaN	    8.2	   2.51	NaN	   3.03	  -0.80	   0.48	--------	-1	0.00	*
15:962484	  107.0	0	   24.0	NaN	NaN	   17.6	   0.89	NaN	   1.07	  -0.69	   0.00	1	   45.0	NaN	NaN	    8.4	  17.90	NaN	  18.14	  -0.97	   0.00	1	   32.0	NaN	NaN	   11.5	   6.13	NaN	   6.31	  -0.83	   0.00	0	    6.0	NaN	NaN	    9.4	   0.01	NaN	   0.04	  -0.98	   0.00	--------	-1	0.00	*
16:265667	  600.0	1	  162.0	NaN	NaN	   21.0	  82.52	NaN	  83.91	  -0.83	   0.11	1	  139.0	NaN	NaN	    8.5	 112.79	NaN	 113.38	  -0.82	   0.11	1	  246.0	NaN	NaN	   12.6	 217.03	NaN	 217.98	  -0.81	   0.11	1	   53.0	NaN	NaN	   11.1	  17.96	NaN	  19.11	  -0.76	   0.11	--------	-1	0.00	*
16:308105	   86.0	0	   13.0	NaN	NaN	   18.1	   0.01	NaN	   0.04	  -0.73	   0.00	1	   43.0	NaN	NaN	   11.6	  11.77	NaN	  11.95	  -0.84	   0.00	0	   20.0	NaN	NaN	   13.2	   1.19	NaN	   1.30	  -0.67	   0.00	0	   10.0	NaN	NaN	    8.5	   0.31	NaN	   0.46	  -0.72	   0.00	--------	-1	0.00	*
16:387060	   93.0	0	   19.0	NaN	NaN	   15.7	   0.49	NaN	   0.63	  -0.83	   0.00	1	   23.0	NaN	NaN	    8.5	   4.40	NaN	   4.53	  -0.86	   0.00	1	   35.0	NaN	NaN	   10.4	   8.52	NaN	   8.76	  -0.78	   0.00	0	   16.0	NaN	NaN	    8.5	   1.54	NaN	   1.87	  -0.86	   0.00	--------	-1	0.00	*
16:440157	  820.0	1	  121.0	NaN	NaN	   22.5	  46.04	NaN	  46.99	  -0.79	   0.33	1	  361.0	NaN	NaN	   15.4	 999.00	NaN	 999.00	  -0.76	   0.33	1	  287.0	NaN	NaN	   18.7	 224.38	NaN	 225.42	  -0.76	   0.33	1	   51.0	NaN	NaN	   11.3	  16.34	NaN	  17.33	  -1.07	   0.33	--------	-1	0.00	*
16:463338	  144.0	0	   17.0	NaN	NaN	   20.4	   0.05	NaN	   0.10	  -0.81	   0.00	1	   72.0	NaN	NaN	   14.2	  26.69	NaN	  26.98	  -0.90	   0.00	1	   45.0	NaN	NaN	   18.8	   6.46	NaN	   6.65	  -0.81	   0.00	0	   10.0	NaN	NaN	   10.8	   0.13	NaN	   0.20	  -1.54	   0.00	--------	-1	0.00	*
16:635666	  195.0	1	   52.0	NaN	NaN	   19.0	   8.85	NaN	   9.48	  -0.89	   0.19	1	   56.0	NaN	NaN	   10.4	  22.18	NaN	  22.45	  -1.06	   0.19	1	   66.0	NaN	NaN	   10.5	  29.45	NaN	  29.86	  -0.88	   0.19	1	   21.0	NaN	NaN	    7.9	   3.49	NaN	   4.12	  -0.87	   0.19	--------	-1	0.00	*
16:649551	  140.1	0	   17.4	NaN	NaN	   18.7	   0.16	NaN	   0.22	  -0.68	   0.00	1	   67.6	NaN	NaN	    9.6	  33.33	NaN	  33.66	  -1.00	   0.00	1	   49.9	NaN	NaN	   13.1	  13.87	NaN	  14.18	  -1.15	   0.00	0	    5.2	NaN	NaN	   12.7	  -0.02	NaN	   0.01	  -0.92	   0.00	--------	-1	0.00	*
16:649684	  118.9	0	   26.6	NaN	NaN	   19.2	   1.03	NaN	   1.27	  -0.72	   0.00	1	   44.4	NaN	NaN	    9.9	  15.18	NaN	  15.40	  -0.78	   0.00	1	   25.1	NaN	NaN	   13.4	   2.69	NaN	   2.84	  -0.72	   0.00	0	   22.8	NaN	NaN	   12.8	   1.83	NaN	   2.19	  -0.80	   0.00	--------	-1	0.00	*
16:653777	  866.0	1	  163.0	NaN	NaN	   23.1	  77.82	NaN	  79.11	  -0.83	   0.08	1	  340.0	NaN	NaN	   10.9	 999.00	NaN	 999.00	  -0.76	   0.08	1	  315.0	NaN	NaN	   16.1	 277.22	NaN	 278.51	  -0.83	   0.08	1	   48.0	NaN	NaN	    9.4	  17.39	NaN	  18.42	  -0.83	   0.08	--------	-1	0.00	*
2:194022	  218.0	1	   37.0	NaN	NaN	   17.9	   3.85	NaN	   4.29	  -0.71	   0.12	1	   80.0	NaN	NaN	    9.2	  45.52	NaN	  45.91	  -0.91	   0.12	1	   85.0	NaN	NaN	   12.4	  40.33	NaN	  40.82	  -0.87	   0.12	0	   16.0	NaN	NaN	    7.7	   1.84	NaN	   2.21	  -1.03	   0.12	--------	-1	0.00	*
2:328228	  710.0	1	   53.0	NaN	NaN	   18.6	   9.59	NaN	  10.26	  -0.89	   0.10	1	  494.0	NaN	NaN	   13.2	 999.00	NaN	 999.00	  -0.72	   0.10	1	  137.0	NaN	NaN	   12.2	  90.69	NaN	  91.36	  -0.81	   0.10	1	   26.0	NaN	NaN	    8.9	   4.92	NaN	   5.63	  -1.15	   0.10	--------	-1	0.00	*
2:398380	  110.0	1	   34.0	NaN	NaN	   19.4	   2.44	NaN	   2.78	  -0.82	   0.00	1	   31.0	NaN	NaN	    8.1	   8.95	NaN	   9.12	  -0.88	   0.00	1	   36.0	NaN	NaN	   11.9	   7.65	NaN	   7.87	  -1.01	   0.00	0	    9.0	NaN	NaN	    8.8	   0.20	NaN	   0.28	  -0.94	   0.00	--------	-1	0.00	*
2:638653	   80.0	1	   29.0	NaN	NaN	   15.6	   2.49	NaN	   2.84	  -0.74	   0.00	1	   20.0	NaN	NaN	    8.1	   3.42	NaN	   3.54	  -0.77	   0.00	0	   18.0	NaN	NaN	    9.8	   1.79	NaN	   1.93	  -0.82	   0.00	0	   13.0	NaN	NaN	    7.7	   0.99	NaN	   1.28	  -0.81	   0.00	--------	-1	0.00	*
2:673775	  350.0	1	   67.0	NaN	NaN	   19.1	  16.27	NaN	  17.00	  -0.86	   0.18	1	  139.0	NaN	NaN	   12.7	  90.53	NaN	  91.06	  -0.92	   0.18	1	  114.0	NaN	NaN	   15.4	  57.03	NaN	  57.62	  -0.89	   0.18	1	   30.0	NaN	NaN	   11.1	   4.99	NaN	   5.72	  -0.65	   0.18	--------	-1	0.00	*
3:128354	  534.0	1	   87.0	NaN	NaN	   36.9	  11.11	NaN	  11.80	  -0.87	   0.48	1	  294.0	NaN	NaN	   24.9	 199.43	NaN	 200.17	  -0.73	   0.48	1	  131.0	NaN	NaN	   20.6	  58.09	NaN	  58.70	  -0.80	   0.48	1	   22.0	NaN	NaN	   10.9	   2.23	NaN	   2.68	  -1.04	   0.48	--------	-1	0.00	*
3:138609	  103.0	0	   19.1	NaN	NaN	   20.3	   0.17	NaN	   0.26	  -0.35	   0.00	1	   42.4	NaN	NaN	   11.5	  11.79	NaN	  11.98	  -0.54	   0.00	1	   24.2	NaN	NaN	   11.7	   3.14	NaN	   3.30	  -0.38	   0.00	1	   17.4	NaN	NaN	    8.1	   2.28	NaN	   2.74	  -0.78	   0.00	--------	-1	0.00	*
3:138742	  618.0	1	  143.9	NaN	NaN	   20.1	  69.49	NaN	  70.70	  -0.89	   0.00	1	  262.6	NaN	NaN	   11.5	 248.55	NaN	 249.40	  -0.87	   0.00	1	  189.8	NaN	NaN	   11.9	 152.16	NaN	 153.01	  -0.91	   0.00	1	   21.6	NaN	NaN	    8.1	   3.74	NaN	   4.39	  -1.29	   0.00	--------	-1	0.00	*
4:386705	  642.0	1	  151.0	NaN	NaN	   17.1	  84.75	NaN	  86.27	  -0.88	   0.07	1	  200.0	NaN	NaN	    8.1	 196.00	NaN	 196.69	  -0.88	   0.07	1	  236.0	NaN	NaN	   10.8	 219.00	NaN	 219.99	  -0.79	   0.07	1	   55.0	NaN	NaN	    7.9	  25.58	NaN	  27.10	  -1.22	   0.07	--------	-1	0.00	*
4:462851	  158.0	1	   37.0	NaN	NaN	   22.1	   2.31	NaN	   2.62	  -0.85	   0.00	1	   54.0	NaN	NaN	   13.1	  16.47	NaN	  16.70	  -0.82	   0.00	1	   47.0	NaN	NaN	   14.6	  10.58	NaN	  10.86	  -0.84	   0.00	1	   20.0	NaN	NaN	    9.4	   2.27	NaN	   2.75	  -0.80	   0.00	--------	-1	0.00	*
4:873655	  292.0	1	   68.0	NaN	NaN	   17.3	  18.87	NaN	  19.69	  -0.74	   0.11	1	   94.0	NaN	NaN	    9.7	  57.05	NaN	  57.50	  -0.75	   0.11	1	  111.0	NaN	NaN	   10.4	  71.15	NaN	  71.78	  -0.90	   0.11	1	   19.0	NaN	NaN	    7.9	   2.69	NaN	   3.23	  -0.63	   0.11	--------	-1	0.00	*
4:990896	  227.0	1	   41.0	NaN	NaN	   21.3	   3.59	NaN	   4.01	  -0.90	   0.22	1	   93.0	NaN	NaN	   13.0	  45.78	NaN	  46.18	  -0.92	   0.22	1	   79.0	NaN	NaN	   15.6	  29.12	NaN	  29.52	  -0.87	   0.22	0	   14.0	NaN	NaN	   10.4	   0.58	NaN	   0.78	  -1.44	   0.22	--------	-1	0.00	*
4:1221795	  366.8	0	   22.2	NaN	NaN	   15.9	   1.04	NaN	   1.26	  -0.98	   0.00	1	  238.1	NaN	NaN	    9.8	 232.52	NaN	 233.33	  -0.79	   0.00	1	   83.3	NaN	NaN	   10.1	  45.96	NaN	  46.50	  -0.95	   0.00	1	   23.1	NaN	NaN	    7.9	   4.83	NaN	   5.50	  -1.01	   0.00	--------	-1	0.00	*
4:1221913	  271.2	0	   19.8	NaN	NaN	   15.9	   0.59	NaN	   0.75	  -1.10	   0.00	1	  152.9	NaN	NaN	    9.4	 123.84	NaN	 124.47	  -0.82	   0.00	1	   89.7	NaN	NaN	   10.1	  51.55	NaN	  52.12	  -1.03	   0.00	0	    8.9	NaN	NaN	    7.9	   0.27	NaN	   0.40	  -1.29	   0.00	--------	-1	0.00	*
4:1258238	   75.0	0	   24.0	NaN	NaN	   15.9	   1.19	NaN	   1.47	  -0.65	   0.00	0	   16.0	NaN	NaN	    8.1	   1.92	NaN	   2.04	  -0.93	   0.00	0	   18.0	NaN	NaN	   10.7	   1.48	NaN	   1.61	  -0.81	   0.00	1	   17.0	NaN	NaN	    8.0	   2.03	NaN	   2.43	  -0.89	   0.00	--------	-1	0.00	*
4:1486375	  300.0	1	   40.0	NaN	NaN	   17.9	   4.85	NaN	   5.33	  -0.81	   0.33	1	  170.0	NaN	NaN	   11.9	 128.61	NaN	 129.28	  -0.74	   0.33	1	   72.0	NaN	NaN	   11.5	  32.05	NaN	  32.47	  -0.83	   0.33	1	   18.0	NaN	NaN	    7.9	   2.35	NaN	   2.84	  -0.70	   0.33	--------	-1	0.00	*
5:373	  127.0	1	   40.0	NaN	NaN	   16.3	   5.74	NaN	   6.30	  -0.59	   0.00	1	   25.0	NaN	NaN	    8.4	   5.41	NaN	   5.56	  -0.99	   0.00	1	   28.0	NaN	NaN	   10.6	   5.05	NaN	   5.22	  -0.70	   0.00	1	   34.0	NaN	NaN	    8.2	  10.03	NaN	  10.91	  -0.73	   0.00	--------	-1	0.00	*
5:202917	  145.0	1	   30.0	NaN	NaN	   16.4	   2.45	NaN	   2.78	  -0.74	   0.45	1	   62.0	NaN	NaN	   10.0	  27.60	NaN	  27.91	  -0.82	   0.45	1	   46.0	NaN	NaN	   10.6	  14.85	NaN	  15.17	  -0.72	   0.45	0	    7.0	NaN	NaN	    8.2	   0.09	NaN	   0.15	  -0.60	   0.45	--------	-1	0.00	*
5:287784	  846.0	1	  121.0	NaN	NaN	   21.2	  48.65	NaN	  49.69	  -0.79	   0.18	1	  349.0	NaN	NaN	   16.8	 316.17	NaN	 317.21	  -0.75	   0.18	1	  320.0	NaN	NaN	   20.5	 252.39	NaN	 253.54	  -0.81	   0.18	1	   56.0	NaN	NaN	   13.7	  16.25	NaN	  17.20	  -0.72	   0.18	--------	-1	0.00	*
5:485246	   83.5	0	   16.6	NaN	NaN	   16.4	   0.21	NaN	   0.32	  -0.93	   0.00	1	   29.9	NaN	NaN	    8.4	   8.04	NaN	   8.20	  -0.89	   0.00	1	   29.3	NaN	NaN	   11.7	   5.05	NaN	   5.23	  -0.89	   0.00	0	    7.7	NaN	NaN	    8.2	   0.17	NaN	   0.25	  -0.86	   0.00	--------	-1	0.00	*
