,Gene,Chr,Pos,Strand,DistanceTSS,Strength,Condition
33,SNA3,chr10,125203,-,362,10.57847533632287,Eth
34,SNA3,chr10,125203,-,362,5.823170731707317,Glu
35,DAS1,chr10,125695,+,389,2.3696682464454977,Eth
36,DAS1,chr10,125695,+,389,2.5157232704402515,Glu
37,SNA3,chr10,125695,-,130,2.3696682464454977,Eth
38,SNA3,chr10,125695,-,130,2.5157232704402515,Glu
39,IDS2,chr10,131828,+,88,6.0,Eth
40,IDS2,chr10,131828,+,88,6.0,Glu
41,MRX5,chr10,131828,-,444,6.0,Eth
42,MRX5,chr10,131828,-,444,6.0,Glu
43,RPB4,chr10,139160,+,456,7.266666666666667,Eth
44,RPB4,chr10,139160,+,456,7.304347826086956,Glu
45,YAK1,chr10,139160,-,67,7.266666666666667,Eth
46,YAK1,chr10,139160,-,67,7.304347826086956,Glu
47,MRS3,chr10,148751,+,534,7.3133333333333335,Eth
48,MRS3,chr10,148751,+,534,5.0,Glu
49,DPI8,chr10,148751,-,124,7.3133333333333335,Eth
50,DPI8,chr10,148751,-,124,5.0,Glu
51,YJL118W,chr10,181096,+,669,7.066666666666666,Eth
52,YJL118W,chr10,181096,+,669,8.717948717948719,Glu
53,PHO86,chr10,181096,+,135,7.066666666666666,Eth
54,PHO86,chr10,181096,+,135,8.717948717948719,Glu
55,ASF1,chr10,184221,+,738,6.666666666666667,Eth
56,ASF1,chr10,184221,+,738,4.333333333333333,Glu
57,NCA3,chr10,184221,-,393,6.666666666666667,Eth
58,NCA3,chr10,184221,-,393,4.333333333333333,Glu
59,SET4,chr10,207923,+,216,3.451127819548872,Glu
60,LSB6,chr10,219992,+,482,4.533333333333333,Eth
61,LSB6,chr10,219992,+,482,3.8260869565217392,Glu
62,GSH1,chr10,219992,-,209,4.533333333333333,Eth
63,GSH1,chr10,219992,-,209,3.8260869565217392,Glu
64,GWT1,chr10,245894,-,58,5.8,Eth
65,GWT1,chr10,245894,-,58,5.6521739130434785,Glu
66,NET1,chr10,277739,+,709,5.121951219512195,Eth
67,NET1,chr10,277739,+,709,3.741007194244604,Glu
68,PRY3,chr10,277739,-,417,5.121951219512195,Eth
69,PRY3,chr10,277739,-,417,3.741007194244604,Glu
70,TDH1,chr10,321121,+,344,4.193333333333333,Eth
71,TDH1,chr10,321121,+,344,4.339130434782609,Glu
72,TDH1,chr10,321274,+,191,2.2695652173913046,Glu
73,CHM7,chr10,328504,+,697,2.933333333333333,Eth
74,CHM7,chr10,328504,+,697,3.5130434782608693,Glu
75,UBX6,chr10,332129,-,212,22.666666666666668,Eth
76,UBX6,chr10,332129,-,212,25.391304347826086,Glu
77,YJL047C-A,chr10,332129,-,519,22.666666666666668,Eth
78,YJL047C-A,chr10,332129,-,519,25.391304347826086,Glu
79,MHP1,chr10,344031,+,399,6.842105263157895,Eth
80,MHP1,chr10,344031,+,399,5.333333333333333,Glu
81,RNR2,chr10,375266,+,334,4.592833876221499,Eth
82,RNR2,chr10,375266,+,334,5.7558139534883725,Glu
83,VTC4,chr10,396742,-,59,2.6666666666666665,Eth
84,VTC4,chr10,396742,-,59,2.347826086956522,Glu
85,MPP10,chr10,428790,+,73,5.866666666666666,Eth
86,MPP10,chr10,428790,+,73,4.173913043478261,Glu
87,MHO1,chr10,442164,+,290,2.5933333333333333,Eth
88,MHO1,chr10,442164,+,290,2.782608695652174,Glu
89,MHO1,chr10,442323,+,131,4.706666666666666,Eth
90,MHO1,chr10,442323,+,131,6.052173913043478,Glu
91,SPC1,chr10,448522,-,118,2.260869565217391,Glu
92,YJR015W,chr10,452578,+,185,3.2666666666666666,Eth
93,YJR015W,chr10,452578,+,185,2.5217391304347827,Glu
94,TES1,chr10,458041,-,267,2.6666666666666665,Eth
95,TES1,chr10,458041,-,267,3.391304347826087,Glu
96,TES1,chr10,458528,-,220,3.6666666666666665,Eth
97,TES1,chr10,458909,-,601,2.6,Eth
98,REC107,chr10,458909,-,709,2.6,Eth
99,CYC1,chr10,515957,+,198,2.7666666666666666,Eth
100,ANB1,chr10,515957,-,649,2.7666666666666666,Eth
101,CYC1,chr10,516083,+,72,13.766666666666667,Eth
102,CYC1,chr10,516083,+,72,7.35593220338983,Glu
103,PTK2,chr10,540548,+,173,3.6,Eth
104,PTK2,chr10,540548,+,173,3.3043478260869565,Glu
105,APS2,chr10,540548,-,329,3.6,Eth
106,APS2,chr10,540548,-,329,3.3043478260869565,Glu
107,MOG1,chr10,568104,+,80,29.5625,Eth
108,MOG1,chr10,568104,+,80,17.101449275362317,Glu
109,OPI3,chr10,568104,-,132,29.5625,Eth
110,OPI3,chr10,568104,-,132,17.101449275362317,Glu
111,MOG1,chr10,568147,+,37,12.875,Eth
112,MOG1,chr10,568147,+,37,7.898550724637681,Glu
113,OPI3,chr10,568147,-,175,12.875,Eth
114,OPI3,chr10,568147,-,175,7.898550724637681,Glu
115,BNA2,chr10,573415,+,495,6.181818181818182,Eth
116,BNA2,chr10,573415,+,495,3.277310924369748,Glu
117,MIR1,chr10,573415,-,154,6.181818181818182,Eth
118,MIR1,chr10,573415,-,154,3.277310924369748,Glu
119,SFC1,chr10,604208,+,406,5.46,Eth
120,SFC1,chr10,604208,+,406,2.782608695652174,Glu
121,URA8,chr10,615419,+,257,3.4585987261146496,Eth
122,URA8,chr10,615419,+,257,3.9583333333333335,Glu
123,VPS25,chr10,615419,-,559,3.4585987261146496,Eth
124,VPS25,chr10,615419,-,559,3.9583333333333335,Glu
125,ADO1,chr10,618393,+,141,34.61538461538462,Eth
126,ADO1,chr10,618393,+,141,22.344827586206897,Glu
127,SOD1,chr10,618393,-,351,34.61538461538462,Eth
128,SOD1,chr10,618393,-,351,22.344827586206897,Glu
129,YJR115W,chr10,634461,+,634,5.257309941520468,Eth
130,YJR115W,chr10,634461,+,634,2.922480620155039,Glu
131,RSM7,chr10,634461,-,449,5.257309941520468,Eth
132,RSM7,chr10,634461,-,449,2.922480620155039,Glu
133,YJR115W,chr10,634911,+,184,3.3565891472868215,Glu
134,ATP2,chr10,642130,+,250,6.466666666666667,Eth
135,ATP2,chr10,642130,+,250,5.478260869565218,Glu
136,IBA57,chr10,644536,+,139,2.8666666666666667,Eth
137,IBA57,chr10,644536,+,139,2.347826086956522,Glu
138,RSF2,chr10,658217,-,438,3.1533333333333333,Eth
139,RSF2,chr10,658217,-,438,2.9478260869565216,Glu
140,RSF2,chr10,658466,-,687,9.58,Eth
141,RSF2,chr10,658466,-,687,6.7043478260869565,Glu
142,XPT1,chr10,667805,+,62,4.033333333333333,Eth
143,XPT1,chr10,667805,+,62,4.391304347826087,Glu
144,MET5,chr10,678555,-,237,2.933333333333333,Eth
145,MET5,chr10,678555,-,237,2.9565217391304346,Glu
146,HOM6,chr10,685701,-,147,2.6666666666666665,Eth
147,HMS2,chr10,698764,+,362,3.087557603686636,Eth
148,HMS2,chr10,698764,+,362,2.608695652173913,Glu
149,RPS4A,chr10,698764,-,697,3.087557603686636,Eth
150,RPS4A,chr10,698764,-,697,2.608695652173913,Glu
151,DAN4,chr10,711056,-,266,2.2666666666666666,Eth
152,JEN1,chr11,28246,+,457,3.8857142857142857,Eth
153,JEN1,chr11,28246,+,457,5.197368421052632,Glu
154,UBA1,chr11,45466,+,165,2.069230769230769,Glu
155,MNN4,chr11,74739,-,709,6.080645161290323,Eth
156,MNN4,chr11,74739,-,709,5.843373493975903,Glu
157,PTK1,chr11,76238,-,667,3.0952380952380953,Eth
158,PTK1,chr11,76238,-,667,2.142857142857143,Glu
159,FAS1,chr11,106275,+,524,59.24018475750577,Eth
160,FAS1,chr11,106275,+,524,46.47096774193548,Glu
161,FAS1,chr11,106417,+,382,22.411494252873563,Eth
162,FAS1,chr11,106417,+,382,32.52903225806452,Glu
163,PIR1,chr11,149751,-,421,2.5714285714285716,Eth
164,PIR1,chr11,149751,-,421,2.5384615384615383,Glu
165,GPM1,chr11,171074,-,230,2.5615384615384613,Glu
166,LTV1,chr11,182967,+,146,4.228571428571429,Eth
167,LTV1,chr11,182967,+,146,4.0,Glu
168,RPC25,chr11,182967,-,36,4.228571428571429,Eth
169,RPC25,chr11,182967,-,36,4.0,Glu
170,PMU1,chr11,208242,-,116,2.6285714285714286,Eth
171,PMU1,chr11,208242,-,116,3.6153846153846154,Glu
172,YPK1,chr11,211404,+,419,2.4,Eth
173,YPK1,chr11,211404,+,419,2.1538461538461537,Glu
174,OAC1,chr11,223319,+,272,3.48,Eth
175,OAC1,chr11,223319,+,272,4.269230769230769,Glu
176,KTI12,chr11,236389,-,126,2.0901639344262297,Eth
177,KTI12,chr11,236389,-,126,2.6436781609195403,Glu
178,HAP4,chr11,237865,+,415,7.865612648221344,Eth
179,HAP4,chr11,237865,+,415,5.663265306122448,Glu
180,CWP2,chr11,264857,+,672,6.4303797468354436,Eth
181,CWP2,chr11,264857,+,672,5.433734939759036,Glu
182,CWP2,chr11,265093,+,436,13.907172995780591,Eth
183,CWP2,chr11,265093,+,436,8.274285714285716,Glu
184,TEF4,chr11,288725,+,157,4.914285714285715,Eth
185,TEF4,chr11,288725,+,157,3.6923076923076925,Glu
186,RRP14,chr11,288725,-,315,4.914285714285715,Eth
187,RRP14,chr11,288725,-,315,3.6923076923076925,Glu
188,YKL068W-A,chr11,314538,+,657,3.725714285714286,Eth
189,YKL068W-A,chr11,314538,+,657,2.4846153846153842,Glu
190,YKL068W-A,chr11,314857,+,338,9.131428571428572,Eth
191,YKL068W-A,chr11,314857,+,338,6.053846153846154,Glu
192,MSN4,chr11,328700,+,447,9.942857142857143,Eth
193,MSN4,chr11,328700,+,447,6.026490066225166,Glu
194,FBA1,chr11,333831,-,298,5.257142857142857,Eth
195,FBA1,chr11,333831,-,298,3.4615384615384617,Glu
196,RGT1,chr11,371099,+,289,4.171428571428572,Eth
197,RGT1,chr11,371099,+,289,6.769230769230769,Glu
198,UGP1,chr11,375380,+,456,3.7142857142857144,Eth
199,UGP1,chr11,375380,+,456,4.076923076923077,Glu
200,IXR1,chr11,388033,-,63,2.5850622406639,Eth
201,IXR1,chr11,388033,-,63,2.1153846153846154,Glu
202,IXR1,chr11,388174,-,204,4.548117154811716,Eth
203,IXR1,chr11,388174,-,204,4.884615384615385,Glu
204,TCD2,chr11,393339,+,92,2.4571428571428573,Eth
205,URB1,chr11,423052,-,136,2.5714285714285716,Eth
206,URB1,chr11,423052,-,136,3.3846153846153846,Glu
207,CAP1,chr11,434911,+,348,2.0846153846153848,Glu
208,LAC1,chr11,434911,-,333,2.0846153846153848,Glu
209,PRY2,chr11,469522,+,365,5.142857142857143,Eth
210,PRY2,chr11,469522,+,365,3.5384615384615383,Glu
211,YKR011C,chr11,469522,-,738,5.142857142857143,Eth
212,YKR011C,chr11,469522,-,738,3.5384615384615383,Glu
213,GAP1,chr11,520322,+,603,2.297872340425532,Eth
214,GAP1,chr11,520585,+,340,2.4152542372881354,Eth
215,GAP1,chr11,520585,+,340,2.0270270270270268,Glu
216,MRS4,chr11,539693,-,247,2.08955223880597,Glu
217,PTR2,chr11,620854,+,549,5.885714285714286,Eth
218,PTR2,chr11,620854,+,549,4.076923076923077,Glu
219,PCC1,chr11,632142,+,545,2.4,Eth
220,PCC1,chr11,632142,+,545,2.076923076923077,Glu
221,ESL2,chr11,632142,+,165,2.4,Eth
222,ESL2,chr11,632142,+,165,2.076923076923077,Glu
223,SIR1,chr11,646175,+,93,2.076923076923077,Glu
224,SKG1,chr11,646175,-,101,2.076923076923077,Glu
225,YLL058W,chr12,8293,+,108,5.294117647058823,Eth
226,YLL058W,chr12,8293,+,108,4.308943089430894,Glu
227,YCT1,chr12,14522,+,488,4.772058823529412,Eth
228,YCT1,chr12,14522,+,488,2.3363636363636364,Glu
229,AQY2,chr12,21749,-,429,7.352941176470589,Eth
230,AQY2,chr12,21749,-,429,5.454545454545454,Glu
231,UBI4,chr12,50378,-,158,5.294117647058823,Eth
232,UBI4,chr12,50378,-,158,3.237410071942446,Glu
233,TPO1,chr12,69092,+,494,9.683823529411764,Eth
234,TPO1,chr12,69092,+,494,5.281818181818182,Glu
235,TPO1,chr12,69236,+,350,2.0661764705882355,Eth
236,TPO1,chr12,69236,+,350,3.6454545454545455,Glu
237,PAU17,chr12,78974,+,649,3.088235294117647,Eth
238,PAU17,chr12,78974,+,649,2.727272727272727,Glu
239,DPS1,chr12,96835,-,313,2.4489795918367347,Eth
240,DPS1,chr12,96835,-,313,3.0833333333333335,Glu
241,LOT6,chr12,153673,+,433,2.6323529411764706,Eth
242,LOT6,chr12,153673,+,433,2.709090909090909,Glu
243,PSR2,chr12,164994,+,76,3.6029411764705883,Eth
244,PSR2,chr12,164994,+,76,2.727272727272727,Glu
245,POM34,chr12,164994,-,269,3.6029411764705883,Eth
246,POM34,chr12,164994,-,269,2.727272727272727,Glu
247,IZH3,chr12,172625,-,251,8.602941176470589,Eth
248,IZH3,chr12,172625,-,251,5.2727272727272725,Glu
249,SMF3,chr12,197477,-,335,6.176470588235294,Eth
250,SMF3,chr12,197477,-,335,6.2727272727272725,Glu
251,PDC1,chr12,213960,-,747,3.9411764705882355,Eth
252,PDC1,chr12,213960,-,747,2.3000000000000003,Glu
253,RPS0B,chr12,221195,+,107,3.0955882352941178,Eth
254,MEF1,chr12,253072,-,77,2.573529411764706,Eth
255,MEF1,chr12,253072,-,77,2.5454545454545454,Glu
256,RFU1,chr12,260122,-,672,3.308823529411765,Eth
257,SUL2,chr12,302120,+,428,7.764705882352941,Eth
258,SUL2,chr12,302120,+,428,2.881818181818182,Glu
259,GIS3,chr12,308458,-,180,2.5220588235294117,Eth
260,GIS3,chr12,308458,-,180,2.209090909090909,Glu
261,AHP1,chr12,347388,+,370,18.823529411764707,Eth
262,AHP1,chr12,347388,+,370,20.272727272727273,Glu
263,YLR108C,chr12,347388,-,190,18.823529411764707,Eth
264,YLR108C,chr12,347388,-,190,20.272727272727273,Glu
265,YLR112W,chr12,349670,+,92,17.139705882352942,Eth
266,YLR112W,chr12,349670,+,92,11.318181818181818,Glu
267,CCW12,chr12,349670,-,515,17.139705882352942,Eth
268,CCW12,chr12,349670,-,515,11.318181818181818,Glu
269,YLR112W,chr12,349878,+,116,10.580882352941178,Eth
270,YLR112W,chr12,349878,+,116,7.863636363636363,Glu
271,HOG1,chr12,349878,+,618,10.580882352941178,Eth
272,HOG1,chr12,349878,+,618,7.863636363636363,Glu
273,CCW12,chr12,349878,-,723,10.580882352941178,Eth
274,CCW12,chr12,349878,-,723,7.863636363636363,Glu
275,YLR112W,chr12,350287,+,525,4.1911764705882355,Eth
276,YLR112W,chr12,350287,+,525,3.716814159292035,Glu
277,HOG1,chr12,350287,+,209,4.1911764705882355,Eth
278,HOG1,chr12,350287,+,209,3.716814159292035,Glu
279,CFT2,chr12,356382,+,586,2.7205882352941178,Eth
280,AVL9,chr12,356382,-,65,2.7205882352941178,Eth
281,YPS3,chr12,369608,-,298,2.012987012987013,Eth
282,CKI1,chr12,387055,+,372,3.5689655172413794,Glu
283,USB1,chr12,387055,-,141,3.5689655172413794,Glu
284,CKI1,chr12,387264,+,163,10.132352941176471,Eth
285,CKI1,chr12,387264,+,163,8.525423728813559,Glu
286,USB1,chr12,387264,-,68,10.132352941176471,Eth
287,USB1,chr12,387264,-,68,8.525423728813559,Glu
288,RRN5,chr12,403277,+,613,14.840425531914892,Eth
289,RRN5,chr12,403277,+,613,6.666666666666667,Glu
290,SLS1,chr12,403277,-,410,14.840425531914892,Eth
291,SLS1,chr12,403277,-,410,6.666666666666667,Glu
292,YLR152C,chr12,424043,-,181,3.5849056603773586,Eth
293,YLR152C,chr12,424043,-,181,2.654867256637168,Glu
294,ACS2,chr12,426929,-,309,2.871287128712871,Eth
295,ACS2,chr12,426929,-,309,3.3846153846153846,Glu
296,RNH203,chr12,426929,-,454,2.871287128712871,Eth
297,RNH203,chr12,426929,-,454,3.3846153846153846,Glu
298,UPS2,chr12,460310,-,109,16.021505376344084,Eth
299,UPS2,chr12,460310,-,109,11.268292682926829,Glu
300,APS1,chr12,460310,-,686,16.021505376344084,Eth
301,APS1,chr12,460310,-,686,11.268292682926829,Glu
302,IDP2,chr12,464152,+,285,3.823529411764706,Eth
303,IDP2,chr12,464152,+,285,3.361344537815126,Glu
304,PEX13,chr12,497034,+,47,2.8676470588235294,Eth
305,PEX13,chr12,497034,+,47,2.8181818181818183,Glu
306,ENT2,chr12,513866,+,407,5.8088235294117645,Eth
307,ENT2,chr12,513866,+,407,4.181818181818182,Glu
308,HMX1,chr12,513866,-,314,5.8088235294117645,Eth
309,HMX1,chr12,513866,-,314,4.181818181818182,Glu
310,ADY4,chr12,552109,-,56,2.090909090909091,Glu
311,THI7,chr12,571637,+,477,7.786764705882353,Eth
312,THI7,chr12,571637,+,477,5.603448275862069,Glu
313,THI7,chr12,571747,+,367,9.566176470588236,Eth
314,THI7,chr12,571747,+,367,6.964285714285714,Glu
315,YEF3,chr12,596345,+,203,2.1818181818181817,Glu
316,MCP2,chr12,602254,+,108,5.8088235294117645,Eth
317,MCP2,chr12,602254,+,108,5.130434782608695,Glu
318,HAP1,chr12,605760,+,176,6.470588235294118,Eth
319,HAP1,chr12,605760,+,176,6.048387096774193,Glu
320,YLR257W,chr12,617463,+,405,2.6617647058823533,Eth
321,GSY2,chr12,619460,+,435,2.7647058823529416,Eth
322,GSY2,chr12,619460,+,435,3.6818181818181817,Glu
323,YLR283W,chr12,664049,+,674,16.49264705882353,Eth
324,YLR283W,chr12,664049,+,674,9.218181818181819,Glu
325,YLR278C,chr12,664049,-,437,16.49264705882353,Eth
326,YLR278C,chr12,664049,-,437,9.218181818181819,Glu
327,RSO55,chr12,664049,-,479,16.49264705882353,Eth
328,RSO55,chr12,664049,-,479,9.218181818181819,Glu
329,YLR283W,chr12,664275,+,448,4.169117647058824,Eth
330,YLR283W,chr12,664275,+,448,2.1454545454545455,Glu
331,YLR278C,chr12,664275,-,663,4.169117647058824,Eth
332,YLR278C,chr12,664275,-,663,2.1454545454545455,Glu
333,RSO55,chr12,664275,-,253,4.169117647058824,Eth
334,RSO55,chr12,664275,-,253,2.1454545454545455,Glu
335,NNT1,chr12,666779,+,101,2.058823529411765,Eth
336,ECI1,chr12,666779,-,160,2.058823529411765,Eth
337,YLR297W,chr12,683050,+,439,4.485294117647059,Eth
338,YLR297W,chr12,683050,+,439,3.4242424242424243,Glu
339,YHC1,chr12,684702,-,273,4.326241134751773,Eth
340,YHC1,chr12,684702,-,273,4.391891891891892,Glu
341,EXG1,chr12,687784,+,627,8.875,Eth
342,EXG1,chr12,687784,+,627,6.357723577235772,Glu
343,EXG1,chr12,688009,+,402,8.625,Eth
344,EXG1,chr12,688009,+,402,5.367521367521368,Glu
345,HRI1,chr12,690242,+,107,2.0338983050847457,Glu
346,MET17,chr12,691801,+,257,3.161764705882353,Eth
347,MET17,chr12,691801,+,257,3.0,Glu
348,ACO1,chr12,697442,-,301,3.5220588235294117,Eth
349,ACO1,chr12,697442,-,301,3.9545454545454546,Glu
350,CDA2,chr12,706982,+,452,2.573529411764706,Eth
351,YLR307C-A,chr12,706982,-,251,2.573529411764706,Eth
352,YLR326W,chr12,741061,+,535,2.2794117647058822,Eth
353,YLR326W,chr12,741061,+,535,2.090909090909091,Glu
354,RPL38,chr12,741061,-,122,2.2794117647058822,Eth
355,RPL38,chr12,741061,-,122,2.090909090909091,Glu
356,YLR326W,chr12,742242,+,646,2.81437125748503,Eth
357,TMA10,chr12,743294,-,280,9.960227272727273,Eth
358,TMA10,chr12,743294,-,280,6.686274509803921,Glu
359,NMA1,chr12,743513,+,729,2.103030303030303,Eth
360,TMA10,chr12,743513,-,499,2.103030303030303,Eth
361,MID2,chr12,749594,+,251,3.75,Eth
362,MID2,chr12,749594,+,251,3.6545454545454548,Glu
363,RPS25B,chr12,756060,-,153,4.632352941176471,Eth
364,RPS25B,chr12,756060,-,153,3.076923076923077,Glu
365,FKS1,chr12,768825,+,455,6.397058823529412,Eth
366,FKS1,chr12,768825,+,455,5.090909090909091,Glu
367,CIS1,chr12,782495,-,309,4.389705882352941,Eth
368,CIS1,chr12,782495,-,309,4.163636363636363,Glu
369,KAP95,chr12,786304,-,223,5.8375,Eth
370,KAP95,chr12,786304,-,223,2.835294117647059,Glu
371,LUG1,chr12,790338,+,91,11.079268292682928,Eth
372,LUG1,chr12,790338,+,91,5.7687074829931975,Glu
373,NIT3,chr12,790338,-,464,11.079268292682928,Eth
374,NIT3,chr12,790338,-,464,5.7687074829931975,Glu
375,LUG1,chr12,791057,+,628,4.27710843373494,Eth
376,LUG1,chr12,791057,+,628,4.722222222222222,Glu
377,TAL1,chr12,797214,-,325,2.624113475177305,Eth
378,TAL1,chr12,797214,-,325,3.04,Glu
379,ATG33,chr12,799032,+,748,7.908496732026143,Eth
380,ATG33,chr12,799032,+,748,7.6521739130434785,Glu
381,ILV5,chr12,799032,-,210,7.908496732026143,Eth
382,ILV5,chr12,799032,-,210,7.6521739130434785,Glu
383,ROM2,chr12,821906,+,92,4.264705882352941,Eth
384,ROM2,chr12,821906,+,92,3.6936936936936937,Glu
385,ARC18,chr12,821906,-,133,4.264705882352941,Eth
386,ARC18,chr12,821906,-,133,3.6936936936936937,Glu
387,ELO3,chr12,826556,+,143,2.058823529411765,Eth
388,STP3,chr12,831176,+,27,2.5073529411764706,Eth
389,STP3,chr12,831176,+,27,2.627272727272727,Glu
390,VID22,chr12,831176,-,304,2.5073529411764706,Eth
391,VID22,chr12,831176,-,304,2.627272727272727,Glu
392,FBP1,chr12,834807,-,485,6.61764705882353,Eth
393,FBP1,chr12,834807,-,485,4.181818181818182,Glu
394,CSR1,chr12,837389,+,259,2.6029411764705883,Eth
395,CSR1,chr12,837389,+,259,3.5818181818181816,Glu
396,SEC61,chr12,837389,-,516,2.6029411764705883,Eth
397,SEC61,chr12,837389,-,516,3.5818181818181816,Glu
398,CSR1,chr12,837579,+,69,7.911764705882352,Eth
399,CSR1,chr12,837579,+,69,8.69090909090909,Glu
400,SEC61,chr12,837579,-,706,7.911764705882352,Eth
401,SEC61,chr12,837579,-,706,8.69090909090909,Glu
402,VAC14,chr12,852954,+,113,3.8970588235294117,Eth
403,VAC14,chr12,852954,+,113,4.2727272727272725,Glu
404,IKI3,chr12,852954,-,608,3.8970588235294117,Eth
405,IKI3,chr12,852954,-,608,4.2727272727272725,Glu
406,SWC7,chr12,852954,-,73,3.8970588235294117,Eth
407,SWC7,chr12,852954,-,73,4.2727272727272725,Glu
408,RPS29A,chr12,857460,+,95,3.0294117647058827,Eth
409,RPS29A,chr12,857460,+,95,3.027272727272727,Glu
410,REH1,chr12,857460,-,238,3.0294117647058827,Eth
411,REH1,chr12,857460,-,238,3.027272727272727,Glu
412,ECM19,chr12,862475,+,109,2.4545454545454546,Glu
413,CCW14,chr12,862475,+,653,2.4545454545454546,Glu
414,STE23,chr12,862475,-,310,2.4545454545454546,Glu
415,BDF1,chr12,881239,-,139,5.0,Eth
416,BDF1,chr12,881239,-,139,4.0,Glu
417,SFP1,chr12,884166,+,220,2.8181818181818183,Glu
418,DUS3,chr12,884166,-,218,2.8181818181818183,Glu
419,SFP1,chr12,884221,+,165,6.970588235294118,Eth
420,DUS3,chr12,884221,-,273,6.970588235294118,Eth
421,YLR407W,chr12,891537,+,644,6.838235294117648,Eth
422,YLR407W,chr12,891537,+,644,3.6363636363636362,Glu
423,RPL31B,chr12,891537,-,298,6.838235294117648,Eth
424,RPL31B,chr12,891537,-,298,3.6363636363636362,Glu
425,VPS36,chr12,908308,+,110,5.107913669064748,Eth
426,VPS36,chr12,908308,+,110,5.818181818181818,Glu
427,PUN1,chr12,908308,-,547,5.107913669064748,Eth
428,PUN1,chr12,908308,-,547,5.818181818181818,Glu
429,CAR2,chr12,966172,+,113,5.312820512820513,Eth
430,CAR2,chr12,966172,+,113,3.5889570552147236,Glu
431,DIF1,chr12,966172,-,253,5.312820512820513,Eth
432,DIF1,chr12,966172,-,253,3.5889570552147236,Glu
433,CAR2,chr12,966439,+,154,6.653465346534654,Eth
434,CAR2,chr12,966439,+,154,5.683229813664596,Glu
435,DIF1,chr12,966439,-,520,6.653465346534654,Eth
436,DIF1,chr12,966439,-,520,5.683229813664596,Glu
437,RPL6B,chr12,982356,+,282,13.904411764705882,Eth
438,RPL6B,chr12,982356,+,282,11.509090909090908,Glu
439,VMA6,chr12,982356,-,592,13.904411764705882,Eth
440,VMA6,chr12,982356,-,592,11.509090909090908,Glu
441,RPL6B,chr12,982465,+,173,10.727941176470589,Eth
442,RPL6B,chr12,982465,+,173,7.490909090909091,Glu
443,VMA6,chr12,982465,-,701,10.727941176470589,Eth
444,VMA6,chr12,982465,-,701,7.490909090909091,Glu
445,YLR460C,chr12,1015062,-,328,3.2279411764705883,Eth
446,YLR460C,chr12,1015062,-,328,2.536363636363636,Glu
447,GTR1,chr13,20789,+,655,8.366013071895425,Eth
448,GTR1,chr13,20789,+,655,6.241666666666667,Glu
449,PHO84,chr13,20789,-,219,8.366013071895425,Eth
450,PHO84,chr13,20789,-,219,6.241666666666667,Glu
451,YML119W,chr13,24596,+,502,3.477124183006536,Eth
452,NDI1,chr13,24596,-,155,3.477124183006536,Eth
453,URA5,chr13,50529,+,584,2.2222222222222223,Eth
454,URA5,chr13,50529,+,584,2.1666666666666665,Glu
455,PML39,chr13,50529,-,314,2.2222222222222223,Eth
456,PML39,chr13,50529,-,314,2.1666666666666665,Glu
457,CAC2,chr13,62539,+,291,2.539772727272727,Eth
458,CAC2,chr13,62539,+,291,2.091666666666667,Glu
459,NUP188,chr13,62539,-,398,2.539772727272727,Eth
460,NUP188,chr13,62539,-,398,2.091666666666667,Glu
461,TSL1,chr13,64375,+,745,5.041666666666667,Eth
462,TSL1,chr13,64375,+,745,5.401360544217687,Glu
