Position	IP	CondAna_Present	CondAna_IP	CondAna_Control	CondAna_Fold	CondAna_Expectd	CondAna_Q_-lg10	CondAna_P_-lg10	CondAna_P_poiss	CondAna_IPvsEMP	CondAna_Noise	CondEth_Present	CondEth_IP	CondEth_Control	CondEth_Fold	CondEth_Expectd	CondEth_Q_-lg10	CondEth_P_-lg10	CondEth_P_poiss	CondEth_IPvsEMP	CondEth_Noise	CondGlu_Present	CondGlu_IP	CondGlu_Control	CondGlu_Fold	CondGlu_Expectd	CondGlu_Q_-lg10	CondGlu_P_-lg10	CondGlu_P_poiss	CondGlu_IPvsEMP	CondGlu_Noise	CondNit_Present	CondNit_IP	CondNit_Control	CondNit_Fold	CondNit_Expectd	CondNit_Q_-lg10	CondNit_P_-lg10	CondNit_P_poiss	CondNit_IPvsEMP	CondNit_Noise	KmerGroup	MotifId	KG_score	Strand
11:107567	  237.0	0	   26.0	NaN	NaN	   16.5	   1.62	NaN	   1.73	  -0.62	   0.43	1	   56.0	NaN	NaN	   39.6	   2.03	NaN	   2.09	  -0.78	   0.43	1	   97.0	NaN	NaN	   37.7	  15.10	NaN	  15.24	  -0.94	   0.43	1	   58.0	NaN	NaN	   17.3	  13.45	NaN	  13.88	  -0.66	   0.43	--------	-1	0.00	*
11:153479	  178.0	1	   24.0	NaN	NaN	   12.4	   2.49	NaN	   2.65	  -0.64	   0.00	1	   81.0	NaN	NaN	   22.7	  20.59	NaN	  20.79	  -0.64	   0.00	1	   61.0	NaN	NaN	   19.1	  13.55	NaN	  13.68	  -0.69	   0.00	0	   12.0	NaN	NaN	   12.0	   0.19	NaN	   0.27	  -0.48	   0.00	--------	-1	0.00	*
11:223362	  244.0	1	   39.0	NaN	NaN	   14.3	   6.94	NaN	   7.26	  -0.56	   0.54	1	   85.0	NaN	NaN	   23.6	  21.79	NaN	  22.01	  -0.78	   0.54	1	   96.0	NaN	NaN	   15.2	  42.92	NaN	  43.24	  -0.75	   0.54	1	   24.0	NaN	NaN	   12.6	   2.40	NaN	   2.57	  -0.64	   0.54	--------	-1	0.00	*
11:265082	  213.0	1	   39.0	NaN	NaN	   14.6	   6.75	NaN	   7.06	  -0.75	   0.00	1	   80.0	NaN	NaN	   30.6	  12.93	NaN	  13.08	  -0.70	   0.00	1	   66.0	NaN	NaN	   22.7	  12.82	NaN	  12.94	  -0.77	   0.00	1	   28.0	NaN	NaN	   13.1	   3.42	NaN	   3.63	  -0.97	   0.00	--------	-1	0.00	*
11:310807	  114.0	0	   17.0	NaN	NaN	   12.4	   0.82	NaN	   0.90	  -0.66	   0.00	1	   40.0	NaN	NaN	   24.3	   2.59	NaN	   2.66	  -0.90	   0.00	1	   37.0	NaN	NaN	   15.3	   5.66	NaN	   5.73	  -0.77	   0.00	0	   20.0	NaN	NaN	   12.6	   1.37	NaN	   1.49	  -0.54	   0.00	--------	-1	0.00	*
11:314153	  172.0	1	   25.0	NaN	NaN	   12.4	   2.79	NaN	   2.96	  -0.66	   0.00	1	   58.0	NaN	NaN	   22.9	   9.07	NaN	   9.20	  -0.63	   0.00	1	   55.0	NaN	NaN	   16.5	  13.00	NaN	  13.13	  -0.71	   0.00	1	   34.0	NaN	NaN	   12.8	   5.89	NaN	   6.16	  -0.70	   0.00	--------	-1	0.00	*
11:323473	  181.0	1	   28.0	NaN	NaN	   13.5	   3.23	NaN	   3.42	  -0.66	   0.14	1	   65.0	NaN	NaN	   22.6	  12.38	NaN	  12.53	  -0.97	   0.14	1	   59.0	NaN	NaN	   17.2	  14.42	NaN	  14.56	  -0.71	   0.14	1	   29.0	NaN	NaN	   15.2	   2.80	NaN	   3.00	  -0.77	   0.14	--------	-1	0.00	*
11:328480	  352.0	1	   59.0	NaN	NaN	   16.7	  14.62	NaN	  15.14	  -0.84	   0.54	1	  120.0	NaN	NaN	   30.3	  33.84	NaN	  34.18	  -0.82	   0.54	1	  133.0	NaN	NaN	   20.8	  59.58	NaN	  59.99	  -0.87	   0.54	1	   40.0	NaN	NaN	   16.7	   5.78	NaN	   6.06	  -0.86	   0.54	--------	-1	0.00	*
11:361689	  519.0	1	  112.0	NaN	NaN	   19.5	  45.39	NaN	  46.21	  -0.64	   0.69	1	  136.0	NaN	NaN	   29.1	  45.69	NaN	  46.12	  -0.68	   0.69	1	  179.0	NaN	NaN	   23.2	  92.08	NaN	  92.64	  -0.66	   0.69	1	   92.0	NaN	NaN	   19.8	  30.69	NaN	  31.39	  -0.67	   0.69	--------	-1	0.00	*
11:388348	  589.0	1	   75.0	NaN	NaN	   12.4	  32.06	NaN	  32.78	  -0.87	   0.13	1	  208.0	NaN	NaN	   33.2	  90.78	NaN	  91.42	  -0.84	   0.13	1	  217.0	NaN	NaN	   18.1	 148.59	NaN	 149.31	  -0.76	   0.13	1	   89.0	NaN	NaN	   15.0	  37.26	NaN	  38.01	  -0.99	   0.13	--------	-1	0.00	*
11:434697	  278.0	1	   35.4	NaN	NaN	   14.5	   5.59	NaN	   5.85	  -0.71	   0.00	1	  111.7	NaN	NaN	   22.6	  40.06	NaN	  40.45	  -0.90	   0.00	1	   94.0	NaN	NaN	   15.2	  42.12	NaN	  42.43	  -0.88	   0.00	1	   36.9	NaN	NaN	   15.0	   5.64	NaN	   5.91	  -0.57	   0.00	--------	-1	0.00	*
11:434896	   94.0	0	    8.6	NaN	NaN	   14.7	  -0.02	NaN	   0.02	  -0.29	   0.00	1	   36.3	NaN	NaN	   22.6	   2.41	NaN	   2.48	  -0.46	   0.00	1	   46.0	NaN	NaN	   15.2	   9.75	NaN	   9.85	  -0.65	   0.00	0	    3.1	NaN	NaN	   14.0	  -0.02	NaN	   0.00	  -0.29	   0.00	--------	-1	0.00	*
11:463316	  549.0	1	   80.0	NaN	NaN	   15.0	  30.53	NaN	  31.23	  -0.74	   0.17	1	  204.0	NaN	NaN	   23.8	 112.99	NaN	 113.75	  -1.03	   0.17	1	  209.0	NaN	NaN	   16.5	 147.56	NaN	 148.27	  -0.80	   0.17	1	   56.0	NaN	NaN	   13.0	  17.65	NaN	  18.15	  -0.79	   0.17	--------	-1	0.00	*
11:523202	  239.0	0	   16.0	NaN	NaN	   17.2	   0.13	NaN	   0.19	  -0.60	   0.00	1	  101.0	NaN	NaN	   36.9	  17.56	NaN	  17.75	  -0.68	   0.00	1	   98.0	NaN	NaN	   21.3	  32.78	NaN	  33.03	  -0.79	   0.00	0	   24.0	NaN	NaN	   20.9	   0.47	NaN	   0.56	  -0.67	   0.00	--------	-1	0.00	*
11:577304	  193.0	0	   21.0	NaN	NaN	   12.4	   1.69	NaN	   1.80	  -0.84	   0.00	1	   57.0	NaN	NaN	   22.6	   8.90	NaN	   9.03	  -0.78	   0.00	1	   67.0	NaN	NaN	   15.2	  21.86	NaN	  22.04	  -0.71	   0.00	1	   48.0	NaN	NaN	   11.9	  14.13	NaN	  14.58	  -0.66	   0.00	--------	-1	0.00	*
11:582094	  347.0	1	   46.0	NaN	NaN	   12.4	  12.27	NaN	  12.70	  -0.66	   0.19	1	  133.0	NaN	NaN	   22.6	  55.38	NaN	  55.89	  -0.84	   0.19	1	  114.0	NaN	NaN	   15.2	  57.99	NaN	  58.39	  -0.81	   0.19	1	   54.0	NaN	NaN	   13.4	  15.86	NaN	  16.34	  -0.68	   0.19	--------	-1	0.00	*
11:620717	  226.0	1	   39.0	NaN	NaN	   12.4	   8.54	NaN	   8.90	  -0.74	   0.31	1	   80.0	NaN	NaN	   22.6	  20.14	NaN	  20.34	  -0.86	   0.31	1	   77.0	NaN	NaN	   15.2	  28.61	NaN	  28.83	  -0.77	   0.31	1	   30.0	NaN	NaN	   11.9	   4.89	NaN	   5.15	  -0.73	   0.31	--------	-1	0.00	*
12:39033	  239.0	1	   25.0	NaN	NaN	   13.5	   2.34	NaN	   2.49	  -0.58	   0.12	1	  114.0	NaN	NaN	   24.6	  38.19	NaN	  38.56	  -0.79	   0.12	1	   64.0	NaN	NaN	   17.0	  17.56	NaN	  17.71	  -0.86	   0.12	1	   36.0	NaN	NaN	   13.1	   6.55	NaN	   6.84	  -0.89	   0.12	--------	-1	0.00	*
12:93332	  307.0	1	   37.0	NaN	NaN	   13.5	   6.69	NaN	   6.99	  -0.78	   0.20	1	  114.0	NaN	NaN	   24.7	  37.96	NaN	  38.33	  -0.99	   0.20	1	  119.0	NaN	NaN	   17.0	  57.25	NaN	  57.65	  -0.90	   0.20	1	   37.0	NaN	NaN	   13.1	   6.98	NaN	   7.30	  -0.65	   0.20	--------	-1	0.00	*
12:232599	  207.0	1	   36.0	NaN	NaN	   14.6	   5.52	NaN	   5.77	  -0.71	   0.13	1	   67.0	NaN	NaN	   24.6	  11.73	NaN	  11.88	  -0.78	   0.13	1	   80.0	NaN	NaN	   17.0	  27.56	NaN	  27.77	  -0.73	   0.13	1	   24.0	NaN	NaN	   13.1	   2.19	NaN	   2.36	  -0.62	   0.13	--------	-1	0.00	*
12:261679	  155.0	1	   24.0	NaN	NaN	   13.5	   2.07	NaN	   2.21	  -0.69	   0.18	1	   53.0	NaN	NaN	   24.6	   6.24	NaN	   6.34	  -0.67	   0.18	1	   53.0	NaN	NaN	   17.0	  11.50	NaN	  11.62	  -0.75	   0.18	1	   25.0	NaN	NaN	   13.1	   2.48	NaN	   2.65	  -0.55	   0.18	--------	-1	0.00	*
12:268854	  322.0	1	   48.0	NaN	NaN	   13.5	  12.13	NaN	  12.56	  -0.72	   0.14	1	  133.0	NaN	NaN	   24.6	  51.44	NaN	  51.91	  -0.83	   0.14	1	  102.0	NaN	NaN	   17.0	  43.48	NaN	  43.81	  -0.76	   0.14	1	   39.0	NaN	NaN	   13.7	   7.45	NaN	   7.78	  -0.77	   0.14	--------	-1	0.00	*
12:350342	  986.0	1	  116.0	NaN	NaN	   25.4	  37.82	NaN	  38.59	  -0.78	   0.23	1	  355.0	NaN	NaN	   45.9	 181.96	NaN	 182.84	  -0.73	   0.23	1	  369.0	NaN	NaN	   44.7	 198.40	NaN	 199.22	  -0.75	   0.23	1	  146.0	NaN	NaN	   22.8	  64.77	NaN	  65.69	  -0.81	   0.23	--------	-1	0.00	*
12:419033	  209.0	1	   38.0	NaN	NaN	   15.2	   5.94	NaN	   6.23	  -0.79	   0.21	1	   81.0	NaN	NaN	   24.6	  18.62	NaN	  18.81	  -0.76	   0.21	1	   69.0	NaN	NaN	   17.0	  20.51	NaN	  20.69	  -0.76	   0.21	0	   21.0	NaN	NaN	   13.9	   1.22	NaN	   1.34	  -0.61	   0.21	--------	-1	0.00	*
12:423979	 1131.9	1	   97.8	NaN	NaN	   22.9	  29.95	NaN	  30.63	  -0.73	   0.18	1	  384.9	NaN	NaN	   42.7	 219.83	NaN	 220.81	  -0.65	   0.18	1	  316.0	NaN	NaN	   42.0	 159.78	NaN	 160.52	  -0.64	   0.18	1	  333.1	NaN	NaN	   28.1	 226.54	NaN	 227.81	  -0.82	   0.18	--------	-1	0.00	*
12:424018	 2047.1	1	  341.2	NaN	NaN	   22.5	 265.71	NaN	 267.08	  -0.72	   0.18	1	  770.1	NaN	NaN	   42.1	 999.00	NaN	 999.00	  -0.67	   0.18	1	  740.0	NaN	NaN	   41.4	 999.00	NaN	 999.00	  -0.67	   0.18	1	  195.9	NaN	NaN	   27.7	  94.02	NaN	  95.01	  -0.73	   0.18	--------	-1	0.00	*
12:447620	   96.0	0	   19.0	NaN	NaN	   13.5	   0.95	NaN	   1.04	  -0.94	   0.00	0	   31.0	NaN	NaN	   24.6	   0.87	NaN	   0.93	  -1.21	   0.00	0	   22.0	NaN	NaN	   17.0	   0.80	NaN	   0.85	  -0.86	   0.00	1	   24.0	NaN	NaN	   13.1	   2.20	NaN	   2.36	  -0.95	   0.00	--------	-1	0.00	*
12:464186	  839.4	1	   83.5	NaN	NaN	   13.5	  36.67	NaN	  37.43	  -0.69	   0.00	1	  368.1	NaN	NaN	   26.4	 274.72	NaN	 275.79	  -0.80	   0.00	1	  281.8	NaN	NaN	   17.0	 229.47	NaN	 230.37	  -0.77	   0.00	1	  106.0	NaN	NaN	   14.3	  53.06	NaN	  53.92	  -0.71	   0.00	--------	-1	0.00	*
12:464397	  110.6	0	    1.5	NaN	NaN	   13.5	  -0.02	NaN	   0.00	   0.11	   0.00	1	   59.9	NaN	NaN	   26.6	   7.64	NaN	   7.76	  -0.21	   0.00	1	   36.2	NaN	NaN	   17.0	   4.66	NaN	   4.73	  -0.15	   0.00	0	   13.0	NaN	NaN	   14.3	   0.17	NaN	   0.24	  -0.09	   0.00	--------	-1	0.00	*
12:685343	  633.0	1	   59.0	NaN	NaN	   17.5	  13.78	NaN	  14.27	  -0.85	   0.17	1	  220.0	NaN	NaN	   37.3	  91.15	NaN	  91.80	  -0.91	   0.17	1	  221.0	NaN	NaN	   30.5	 108.38	NaN	 109.02	  -0.78	   0.17	1	  133.0	NaN	NaN	   19.5	  62.29	NaN	  63.17	  -0.82	   0.17	--------	-1	0.00	*
12:688077	  312.0	1	   36.0	NaN	NaN	   15.4	   5.05	NaN	   5.30	  -0.82	   0.39	1	  116.0	NaN	NaN	   27.1	  35.70	NaN	  36.05	  -0.68	   0.39	1	  131.0	NaN	NaN	   22.9	  53.38	NaN	  53.77	  -0.75	   0.39	1	   29.0	NaN	NaN	   15.8	   2.56	NaN	   2.75	  -0.58	   0.39	--------	-1	0.00	*
12:697502	  306.0	1	   47.0	NaN	NaN	   13.5	  11.59	NaN	  12.01	  -0.84	   0.10	1	  127.0	NaN	NaN	   24.6	  47.12	NaN	  47.56	  -0.76	   0.10	1	   97.0	NaN	NaN	   17.0	  39.67	NaN	  39.97	  -0.79	   0.10	1	   35.0	NaN	NaN	   13.1	   6.11	NaN	   6.40	  -0.65	   0.10	--------	-1	0.00	*
12:707120	  176.0	0	   15.0	NaN	NaN	   14.1	   0.30	NaN	   0.36	  -1.10	   0.27	1	   93.0	NaN	NaN	   24.6	  25.17	NaN	  25.42	  -0.72	   0.27	1	   61.0	NaN	NaN	   17.0	  15.86	NaN	  16.01	  -0.90	   0.27	0	    7.0	NaN	NaN	   13.1	  -0.02	NaN	   0.01	  -0.85	   0.27	--------	-1	0.00	*
12:797163	 3267.8	1	  627.5	NaN	NaN	   23.2	 999.00	NaN	 999.00	  -0.70	   0.03	1	  998.4	NaN	NaN	   37.1	 999.00	NaN	 999.00	  -0.66	   0.03	1	  934.3	NaN	NaN	   33.1	 999.00	NaN	 999.00	  -0.62	   0.03	1	  707.7	NaN	NaN	   28.2	 999.00	NaN	 999.00	  -0.64	   0.03	--------	-1	0.00	*
12:797208	 2950.2	1	  500.5	NaN	NaN	   23.2	 999.00	NaN	 999.00	  -0.67	   0.03	1	  748.6	NaN	NaN	   36.8	 999.00	NaN	 999.00	  -0.64	   0.03	1	  905.7	NaN	NaN	   33.1	 999.00	NaN	 999.00	  -0.59	   0.03	1	  795.3	NaN	NaN	   28.3	 999.00	NaN	 999.00	  -0.62	   0.03	--------	-1	0.00	*
12:831032	  422.0	1	   49.0	NaN	NaN	   13.5	  12.68	NaN	  13.12	  -0.91	   0.10	1	  150.0	NaN	NaN	   24.6	  64.31	NaN	  64.86	  -0.88	   0.10	1	  162.0	NaN	NaN	   17.0	  96.48	NaN	  97.06	  -0.91	   0.10	1	   61.0	NaN	NaN	   14.9	  18.12	NaN	  18.63	  -0.78	   0.10	--------	-1	0.00	*
12:834706	  386.0	1	   59.0	NaN	NaN	   13.5	  18.72	NaN	  19.31	  -0.59	   0.00	1	  145.0	NaN	NaN	   24.6	  60.42	NaN	  60.96	  -0.82	   0.00	1	  123.0	NaN	NaN	   17.0	  60.64	NaN	  61.06	  -0.77	   0.00	1	   59.0	NaN	NaN	   14.7	  17.18	NaN	  17.67	  -0.75	   0.00	--------	-1	0.00	*
12:884112	  832.0	1	  150.0	NaN	NaN	   15.8	  88.61	NaN	  89.66	  -0.80	   0.10	1	  243.0	NaN	NaN	   24.9	 146.59	NaN	 147.41	  -0.84	   0.10	1	  314.0	NaN	NaN	   17.0	 269.18	NaN	 270.17	  -0.76	   0.10	1	  125.0	NaN	NaN	   15.0	  67.97	NaN	  68.90	  -0.79	   0.10	--------	-1	0.00	*
13:13380	  360.0	1	   39.0	NaN	NaN	   12.5	   8.45	NaN	   8.80	  -0.64	   0.28	1	  129.0	NaN	NaN	   25.3	  47.29	NaN	  47.74	  -0.76	   0.28	1	  107.0	NaN	NaN	   17.5	  46.36	NaN	  46.72	  -0.78	   0.28	1	   85.0	NaN	NaN	   14.8	  34.78	NaN	  35.50	  -0.73	   0.28	--------	-1	0.00	*
13:32434	  258.0	1	   52.0	NaN	NaN	   12.5	  15.77	NaN	  16.30	  -0.64	   0.16	1	   46.0	NaN	NaN	   23.1	   4.67	NaN	   4.75	  -0.77	   0.16	1	  109.0	NaN	NaN	   15.8	  52.03	NaN	  52.41	  -0.73	   0.16	1	   51.0	NaN	NaN	   12.2	  15.64	NaN	  16.10	  -0.92	   0.16	--------	-1	0.00	*
13:85833	  218.0	1	   42.0	NaN	NaN	   14.3	   8.35	NaN	   8.70	  -0.70	   0.38	1	   86.0	NaN	NaN	   25.6	  20.16	NaN	  20.35	  -0.77	   0.38	1	   65.0	NaN	NaN	   15.8	  19.72	NaN	  19.89	  -0.86	   0.38	1	   25.0	NaN	NaN	   12.8	   2.61	NaN	   2.79	  -0.89	   0.38	--------	-1	0.00	*
13:98822	  133.0	0	   22.0	NaN	NaN	   12.5	   1.90	NaN	   2.03	  -0.52	   0.00	1	   54.0	NaN	NaN	   23.1	   7.40	NaN	   7.51	  -0.57	   0.00	1	   43.0	NaN	NaN	   15.8	   7.84	NaN	   7.92	  -0.76	   0.00	0	   14.0	NaN	NaN	   12.2	   0.38	NaN	   0.47	  -0.85	   0.00	--------	-1	0.00	*
13:113927	  348.0	1	   33.0	NaN	NaN	   12.5	   5.71	NaN	   5.98	  -0.77	   0.64	1	  120.0	NaN	NaN	   24.0	  43.15	NaN	  43.55	  -0.73	   0.64	1	  160.0	NaN	NaN	   16.8	  95.36	NaN	  95.92	  -0.70	   0.64	1	   35.0	NaN	NaN	   12.4	   6.63	NaN	   6.93	  -0.53	   0.64	--------	-1	0.00	*
13:181103	  301.0	1	   40.0	NaN	NaN	   12.8	   8.63	NaN	   8.98	  -0.84	   0.09	1	  135.0	NaN	NaN	   23.7	  54.60	NaN	  55.09	  -0.83	   0.09	1	   93.0	NaN	NaN	   15.8	  39.19	NaN	  39.49	  -0.74	   0.09	1	   33.0	NaN	NaN	   12.2	   5.93	NaN	   6.21	  -0.69	   0.09	--------	-1	0.00	*
13:265649	  302.0	0	   28.0	NaN	NaN	   17.5	   1.78	NaN	   1.90	  -0.63	   0.33	1	  116.0	NaN	NaN	   30.8	  30.89	NaN	  31.21	  -0.68	   0.33	1	  124.0	NaN	NaN	   25.1	  44.14	NaN	  44.47	  -0.70	   0.33	1	   34.0	NaN	NaN	   19.3	   2.64	NaN	   2.82	  -0.77	   0.33	--------	-1	0.00	*
13:285551	  281.0	1	   33.0	NaN	NaN	   15.5	   3.93	NaN	   4.15	  -0.64	   0.28	1	   93.0	NaN	NaN	   25.6	  23.93	NaN	  24.17	  -0.77	   0.28	1	  133.0	NaN	NaN	   20.1	  61.06	NaN	  61.48	  -0.90	   0.28	0	   22.0	NaN	NaN	   13.5	   1.55	NaN	   1.68	  -0.50	   0.28	--------	-1	0.00	*
13:317794	  140.0	1	   24.0	NaN	NaN	   12.5	   2.45	NaN	   2.61	  -0.77	   0.00	1	   54.0	NaN	NaN	   23.1	   7.39	NaN	   7.51	  -0.78	   0.00	1	   46.0	NaN	NaN	   15.8	   9.21	NaN	   9.30	  -0.91	   0.00	0	   16.0	NaN	NaN	   12.2	   0.68	NaN	   0.77	  -1.14	   0.00	--------	-1	0.00	*
13:379946	  336.0	1	   33.0	NaN	NaN	   14.2	   4.63	NaN	   4.85	  -0.69	   0.18	1	  123.0	NaN	NaN	   23.8	  45.59	NaN	  46.01	  -0.79	   0.18	1	  144.0	NaN	NaN	   16.0	  82.60	NaN	  83.13	  -0.81	   0.18	1	   36.0	NaN	NaN	   12.7	   6.84	NaN	   7.15	  -0.93	   0.18	--------	-1	0.00	*
13:534665	  685.0	1	   80.0	NaN	NaN	   15.2	  30.18	NaN	  30.88	  -0.72	   0.27	1	  228.0	NaN	NaN	   32.0	 110.24	NaN	 110.99	  -0.86	   0.27	1	  276.0	NaN	NaN	   23.4	 186.92	NaN	 187.70	  -0.84	   0.27	1	  101.0	NaN	NaN	   16.0	  44.40	NaN	  45.20	  -0.84	   0.27	--------	-1	0.00	*
13:601785	  293.0	1	   42.0	NaN	NaN	   17.4	   6.09	NaN	   6.38	  -0.65	   0.30	1	   88.0	NaN	NaN	   25.6	  21.23	NaN	  21.43	  -0.76	   0.30	1	  119.0	NaN	NaN	   21.8	  46.51	NaN	  46.88	  -0.77	   0.30	1	   44.0	NaN	NaN	   18.8	   6.00	NaN	   6.28	  -0.86	   0.30	--------	-1	0.00	*
13:603000	  635.0	1	  106.0	NaN	NaN	   18.4	  43.28	NaN	  44.08	  -0.81	   0.29	1	  254.0	NaN	NaN	   27.4	 148.12	NaN	 148.94	  -0.80	   0.29	1	  196.0	NaN	NaN	   21.8	 112.08	NaN	 112.73	  -0.81	   0.29	1	   79.0	NaN	NaN	   16.1	  27.89	NaN	  28.54	  -0.68	   0.29	--------	-1	0.00	*
13:630972	  196.0	0	   26.0	NaN	NaN	   16.0	   1.77	NaN	   1.89	  -0.81	   0.00	1	   60.0	NaN	NaN	   28.7	   6.55	NaN	   6.65	  -0.83	   0.00	1	   89.0	NaN	NaN	   23.2	  24.55	NaN	  24.74	  -0.83	   0.00	0	   21.0	NaN	NaN	   16.1	   0.76	NaN	   0.86	  -0.55	   0.00	--------	-1	0.00	*
13:775064	  223.0	1	   49.0	NaN	NaN	   12.5	  13.85	NaN	  14.35	  -0.93	   0.00	1	   86.0	NaN	NaN	   23.1	  22.89	NaN	  23.11	  -0.76	   0.00	1	   66.0	NaN	NaN	   15.8	  20.34	NaN	  20.51	  -0.81	   0.00	0	   22.0	NaN	NaN	   12.2	   1.99	NaN	   2.14	  -0.61	   0.00	--------	-1	0.00	*
13:787852	  341.0	1	   61.0	NaN	NaN	   16.1	  16.50	NaN	  17.06	  -0.69	   0.03	1	  110.0	NaN	NaN	   23.1	  37.82	NaN	  38.18	  -0.81	   0.03	1	  100.0	NaN	NaN	   15.8	  44.67	NaN	  45.01	  -0.85	   0.03	1	   70.0	NaN	NaN	   13.4	  26.45	NaN	  27.07	  -0.81	   0.03	--------	-1	0.00	*
