Position	IP	CondAna_Present	CondAna_IP	CondAna_Control	CondAna_Fold	CondAna_Expectd	CondAna_Q_-lg10	CondAna_P_-lg10	CondAna_P_poiss	CondAna_IPvsEMP	CondAna_Noise	CondEth_Present	CondEth_IP	CondEth_Control	CondEth_Fold	CondEth_Expectd	CondEth_Q_-lg10	CondEth_P_-lg10	CondEth_P_poiss	CondEth_IPvsEMP	CondEth_Noise	CondGlu_Present	CondGlu_IP	CondGlu_Control	CondGlu_Fold	CondGlu_Expectd	CondGlu_Q_-lg10	CondGlu_P_-lg10	CondGlu_P_poiss	CondGlu_IPvsEMP	CondGlu_Noise	CondNit_Present	CondNit_IP	CondNit_Control	CondNit_Fold	CondNit_Expectd	CondNit_Q_-lg10	CondNit_P_-lg10	CondNit_P_poiss	CondNit_IPvsEMP	CondNit_Noise	KmerGroup	MotifId	KG_score	Strand
12:82422	   62.0	1	   21.0	NaN	NaN	    9.2	   2.91	NaN	   3.23	  -0.23	   0.00	0	   10.0	NaN	NaN	    4.8	   1.38	NaN	   1.61	  -0.32	   0.00	0	   19.0	NaN	NaN	   11.3	   1.47	NaN	   1.64	  -0.20	   0.00	0	   12.0	NaN	NaN	    7.0	   0.88	NaN	   1.29	  -0.40	   0.00	--------	-1	0.00	*
12:213742	  130.0	1	   39.0	NaN	NaN	   11.7	   9.07	NaN	   9.54	  -0.36	   0.26	1	   19.0	NaN	NaN	    5.2	   5.24	NaN	   5.56	  -0.38	   0.26	1	   52.0	NaN	NaN	   15.7	  12.10	NaN	  12.38	  -0.58	   0.26	0	   20.0	NaN	NaN	   13.5	   0.84	NaN	   1.23	  -0.47	   0.26	--------	-1	0.00	*
12:834685	  176.9	0	   11.3	NaN	NaN	    9.0	   0.52	NaN	   0.71	  -0.51	   0.04	1	   44.1	NaN	NaN	    4.9	  26.34	NaN	  27.09	  -0.64	   0.04	1	  121.5	NaN	NaN	   13.3	  71.07	NaN	  71.63	  -0.51	   0.04	0	    0.0	NaN	NaN	    7.8	  -0.08	NaN	   0.00	  -0.72	   0.04	--------	-1	0.00	*
12:834710	  270.7	0	   15.3	NaN	NaN	    9.0	   1.42	NaN	   1.66	  -0.79	   0.04	1	   60.3	NaN	NaN	    4.9	  42.71	NaN	  43.65	  -0.64	   0.04	1	  175.4	NaN	NaN	   13.6	 125.82	NaN	 126.76	  -0.55	   0.04	1	   19.8	NaN	NaN	    7.8	   3.00	NaN	   3.70	  -0.64	   0.04	--------	-1	0.00	*
12:834762	  348.9	1	   32.4	NaN	NaN	    9.0	   8.82	NaN	   9.24	  -0.76	   0.04	1	   78.2	NaN	NaN	    4.9	  63.26	NaN	  64.44	  -0.65	   0.04	1	  238.3	NaN	NaN	   13.6	 200.12	NaN	 201.30	  -0.56	   0.04	0	    0.0	NaN	NaN	    7.7	  -0.09	NaN	   0.00	  -0.74	   0.04	--------	-1	0.00	*
12:834795	  249.5	0	   14.0	NaN	NaN	    9.0	   1.17	NaN	   1.39	  -0.63	   0.04	1	   58.4	NaN	NaN	    5.0	  40.28	NaN	  41.16	  -0.61	   0.04	1	  159.9	NaN	NaN	   13.4	 109.14	NaN	 109.92	  -0.52	   0.04	1	   17.2	NaN	NaN	    7.8	   2.28	NaN	   2.89	  -0.53	   0.04	--------	-1	0.00	*
13:85830	  139.0	1	   65.0	NaN	NaN	   11.3	  26.63	NaN	  27.30	  -0.45	   0.38	1	   20.0	NaN	NaN	    7.1	   3.97	NaN	   4.27	  -0.29	   0.38	1	   45.0	NaN	NaN	   11.7	  12.61	NaN	  12.91	  -0.38	   0.38	0	    9.0	NaN	NaN	    9.0	   0.07	NaN	   0.26	  -0.20	   0.38	--------	-1	0.00	*
13:330028	   98.0	0	   17.0	NaN	NaN	   10.5	   1.17	NaN	   1.40	  -0.61	   0.47	1	   21.0	NaN	NaN	    5.2	   6.47	NaN	   6.83	  -0.46	   0.47	1	   47.0	NaN	NaN	   14.3	  10.87	NaN	  11.13	  -0.45	   0.47	0	   13.0	NaN	NaN	    6.6	   1.26	NaN	   1.74	  -0.33	   0.47	--------	-1	0.00	*
13:907114	   59.0	1	   23.0	NaN	NaN	    9.0	   3.81	NaN	   4.15	  -0.63	   0.00	0	    4.0	NaN	NaN	    4.5	   0.07	NaN	   0.18	  -0.35	   0.00	0	   14.0	NaN	NaN	   11.1	   0.51	NaN	   0.63	  -1.00	   0.00	1	   18.0	NaN	NaN	    6.6	   2.99	NaN	   3.73	  -0.92	   0.00	--------	-1	0.00	*
14:395736	   82.0	0	   10.0	NaN	NaN	   10.4	   0.12	NaN	   0.23	  -0.12	   0.00	1	   23.0	NaN	NaN	    5.3	   7.52	NaN	   7.91	  -0.34	   0.00	1	   38.0	NaN	NaN	   11.9	   8.65	NaN	   8.88	  -0.30	   0.00	0	   11.0	NaN	NaN	    6.8	   0.71	NaN	   1.06	  -0.34	   0.00	--------	-1	0.00	*
14:492824	 1028.0	1	  854.0	NaN	NaN	   14.7	 999.00	NaN	 999.00	   0.15	   0.00	1	   23.0	NaN	NaN	    6.0	   6.62	NaN	   6.99	  -0.43	   0.00	1	  120.0	NaN	NaN	   12.9	  70.47	NaN	  71.00	  -0.05	   0.00	1	   31.0	NaN	NaN	   11.0	   5.32	NaN	   6.26	   0.08	   0.00	--------	-1	0.00	*
14:493059	  851.9	1	  713.7	NaN	NaN	   15.1	 999.00	NaN	 999.00	  -0.43	   0.02	0	    9.4	NaN	NaN	    5.6	   1.04	NaN	   1.24	  -0.73	   0.02	1	   84.7	NaN	NaN	   12.9	  39.26	NaN	  39.71	  -0.65	   0.02	1	   44.1	NaN	NaN	   10.7	  13.20	NaN	  14.29	  -0.58	   0.02	--------	-1	0.00	*
14:493095	  688.2	1	  576.9	NaN	NaN	   15.1	 999.00	NaN	 999.00	  -0.40	   0.02	1	   19.2	NaN	NaN	    5.3	   5.76	NaN	   6.10	  -0.59	   0.02	1	   61.2	NaN	NaN	   12.9	  21.94	NaN	  22.28	  -0.61	   0.02	1	   30.9	NaN	NaN	   10.7	   5.47	NaN	   6.48	  -0.50	   0.02	--------	-1	0.00	*
14:493123	  767.9	1	  655.4	NaN	NaN	   15.1	 999.00	NaN	 999.00	  -0.48	   0.02	1	   26.3	NaN	NaN	    5.3	  10.28	NaN	  10.72	  -0.64	   0.02	1	   84.1	NaN	NaN	   12.8	  39.41	NaN	  39.87	  -0.65	   0.02	0	    2.0	NaN	NaN	   10.7	  -0.09	NaN	   0.00	   1.40	   0.02	--------	-1	0.00	*
15:83203	  145.0	1	   20.0	NaN	NaN	    9.4	   2.44	NaN	   2.75	  -0.32	   0.39	1	   49.0	NaN	NaN	    6.7	  24.56	NaN	  25.24	  -0.32	   0.39	1	   66.0	NaN	NaN	   13.3	  23.97	NaN	  24.34	  -0.41	   0.39	0	   10.0	NaN	NaN	    7.4	   0.40	NaN	   0.67	  -0.83	   0.39	--------	-1	0.00	*
16:528511	   87.0	1	   20.0	NaN	NaN	    9.5	   2.43	NaN	   2.73	  -0.20	   0.00	1	   16.0	NaN	NaN	    5.1	   3.83	NaN	   4.11	  -0.28	   0.00	1	   43.0	NaN	NaN	   12.0	  11.16	NaN	  11.43	  -0.28	   0.00	0	    8.0	NaN	NaN	    6.8	   0.21	NaN	   0.42	  -0.20	   0.00	--------	-1	0.00	*
2:165421	  110.4	1	   59.2	NaN	NaN	    9.6	  26.59	NaN	  27.23	  -0.72	   0.00	1	   14.2	NaN	NaN	    5.1	   3.32	NaN	   3.59	  -0.62	   0.00	1	   26.2	NaN	NaN	   13.6	   2.83	NaN	   3.04	  -0.75	   0.00	0	   10.8	NaN	NaN	    8.4	   0.38	NaN	   0.64	  -0.64	   0.00	--------	-1	0.00	*
2:165468	  199.7	1	  114.6	NaN	NaN	    9.6	  79.05	NaN	  79.83	  -0.70	   0.00	0	    4.9	NaN	NaN	    5.1	   0.12	NaN	   0.24	  -0.73	   0.00	1	   64.5	NaN	NaN	   13.6	  22.71	NaN	  23.07	  -0.80	   0.00	0	   15.7	NaN	NaN	    8.3	   1.44	NaN	   1.95	  -0.85	   0.00	--------	-1	0.00	*
2:165549	  142.9	1	   54.2	NaN	NaN	    9.6	  22.71	NaN	  23.32	  -0.66	   0.00	1	   27.0	NaN	NaN	    5.1	  10.64	NaN	  11.13	  -0.49	   0.00	1	   50.3	NaN	NaN	   13.8	  13.62	NaN	  13.93	  -0.61	   0.00	0	   11.5	NaN	NaN	    8.7	   0.49	NaN	   0.77	  -0.47	   0.00	--------	-1	0.00	*
2:440084	  251.8	1	  137.0	NaN	NaN	   10.3	 100.78	NaN	 101.61	  -0.62	   0.13	1	   16.4	NaN	NaN	    4.5	   5.02	NaN	   5.33	  -0.77	   0.13	1	   78.3	NaN	NaN	   11.4	  38.03	NaN	  38.45	  -0.58	   0.13	1	   20.1	NaN	NaN	    8.2	   3.03	NaN	   3.86	  -0.47	   0.13	--------	-1	0.00	*
2:440102	  112.2	1	   56.0	NaN	NaN	   10.3	  22.05	NaN	  22.63	  -0.56	   0.13	1	   12.6	NaN	NaN	    4.5	   2.87	NaN	   3.13	  -0.63	   0.13	1	   38.7	NaN	NaN	   11.4	   9.67	NaN	   9.91	  -0.52	   0.13	0	    4.9	NaN	NaN	    8.2	  -0.07	NaN	   0.04	  -0.31	   0.13	--------	-1	0.00	*
4:368636	  230.0	1	   40.0	NaN	NaN	    9.1	  12.80	NaN	  13.33	  -0.27	   0.77	1	   27.0	NaN	NaN	    6.0	   9.11	NaN	   9.51	  -0.21	   0.77	1	  150.0	NaN	NaN	   17.6	  82.90	NaN	  83.51	  -0.26	   0.77	0	   13.0	NaN	NaN	    7.4	   0.95	NaN	   1.42	  -0.26	   0.77	--------	-1	0.00	*
4:622364	  143.0	1	   19.0	NaN	NaN	    8.9	   2.39	NaN	   2.67	  -0.22	   0.55	1	   32.0	NaN	NaN	    4.5	  15.88	NaN	  16.49	  -0.51	   0.55	1	   82.0	NaN	NaN	   12.4	  37.92	NaN	  38.33	  -0.36	   0.55	0	   10.0	NaN	NaN	    6.7	   0.54	NaN	   0.86	  -0.09	   0.55	--------	-1	0.00	*
4:873743	  218.0	1	   37.0	NaN	NaN	   10.8	   9.02	NaN	   9.46	  -0.35	   0.58	1	   29.0	NaN	NaN	    4.9	  12.41	NaN	  12.94	  -0.30	   0.58	1	  139.0	NaN	NaN	   14.8	  82.34	NaN	  82.92	  -0.32	   0.58	0	   13.0	NaN	NaN	    9.6	   0.48	NaN	   0.77	  -0.49	   0.58	--------	-1	0.00	*
5:43173	  290.6	0	    9.6	NaN	NaN	   10.1	   0.12	NaN	   0.26	  -0.64	   0.07	1	   56.4	NaN	NaN	    5.8	  35.01	NaN	  35.80	  -0.71	   0.07	1	  215.3	NaN	NaN	   14.9	 164.23	NaN	 165.24	  -0.54	   0.07	0	    9.3	NaN	NaN	    8.4	   0.24	NaN	   0.47	  -0.62	   0.07	--------	-1	0.00	*
5:43234	  257.2	1	   29.3	NaN	NaN	   10.2	   5.98	NaN	   6.39	  -0.56	   0.07	1	   61.0	NaN	NaN	    5.8	  39.02	NaN	  39.86	  -0.59	   0.07	1	  153.0	NaN	NaN	   14.7	  97.24	NaN	  97.98	  -0.56	   0.07	0	   13.9	NaN	NaN	    8.4	   0.89	NaN	   1.32	  -0.43	   0.07	--------	-1	0.00	*
5:43289	  259.2	1	   27.1	NaN	NaN	   10.5	   4.89	NaN	   5.24	  -0.64	   0.07	1	   79.6	NaN	NaN	    5.6	  60.28	NaN	  61.37	  -0.61	   0.07	1	  144.7	NaN	NaN	   14.6	  88.81	NaN	  89.45	  -0.59	   0.07	0	    7.8	NaN	NaN	    8.4	   0.05	NaN	   0.23	  -0.36	   0.07	--------	-1	0.00	*
5:570656	   53.0	0	   12.0	NaN	NaN	    9.4	   0.45	NaN	   0.62	  -0.38	   0.00	0	    8.0	NaN	NaN	    4.8	   0.76	NaN	   0.94	  -0.35	   0.00	0	   16.0	NaN	NaN	   12.1	   0.66	NaN	   0.80	  -0.36	   0.00	1	   17.0	NaN	NaN	    7.0	   2.38	NaN	   3.02	  -0.50	   0.00	--------	-1	0.00	*
6:107421	  222.0	1	   29.0	NaN	NaN	   10.1	   5.64	NaN	   6.03	  -0.30	   0.50	1	   33.0	NaN	NaN	    7.9	  10.18	NaN	  10.60	  -0.47	   0.50	1	  146.0	NaN	NaN	   14.2	  91.27	NaN	  91.98	  -0.28	   0.50	0	   14.0	NaN	NaN	    6.6	   1.54	NaN	   2.07	  -0.51	   0.50	--------	-1	0.00	*
7:501493	  251.0	1	  125.0	NaN	NaN	   16.5	  63.43	NaN	  64.18	  -0.26	   0.68	1	   32.0	NaN	NaN	    7.2	  10.48	NaN	  10.95	  -0.22	   0.68	1	   84.0	NaN	NaN	   19.7	  26.00	NaN	  26.38	  -0.18	   0.68	0	   10.0	NaN	NaN	   14.2	  -0.08	NaN	   0.05	  -0.13	   0.68	--------	-1	0.00	*
7:1005849	  132.0	1	   31.0	NaN	NaN	   12.3	   4.90	NaN	   5.27	  -0.35	   0.43	1	   31.0	NaN	NaN	    5.4	  12.85	NaN	  13.40	  -0.46	   0.43	1	   60.0	NaN	NaN	   13.7	  19.40	NaN	  19.73	  -0.26	   0.43	0	   10.0	NaN	NaN	    6.6	   0.55	NaN	   0.89	  -0.21	   0.43	--------	-1	0.00	*
