Position	IP	CondAna_Present	CondAna_IP	CondAna_Control	CondAna_Fold	CondAna_Expectd	CondAna_Q_-lg10	CondAna_P_-lg10	CondAna_P_poiss	CondAna_IPvsEMP	CondAna_Noise	CondEth_Present	CondEth_IP	CondEth_Control	CondEth_Fold	CondEth_Expectd	CondEth_Q_-lg10	CondEth_P_-lg10	CondEth_P_poiss	CondEth_IPvsEMP	CondEth_Noise	CondGlu_Present	CondGlu_IP	CondGlu_Control	CondGlu_Fold	CondGlu_Expectd	CondGlu_Q_-lg10	CondGlu_P_-lg10	CondGlu_P_poiss	CondGlu_IPvsEMP	CondGlu_Noise	CondNit_Present	CondNit_IP	CondNit_Control	CondNit_Fold	CondNit_Expectd	CondNit_Q_-lg10	CondNit_P_-lg10	CondNit_P_poiss	CondNit_IPvsEMP	CondNit_Noise	KmerGroup	MotifId	KG_score	Strand
5:388061	   35.0	0	   12.0	NaN	NaN	    9.8	   0.35	NaN	   0.55	  -0.43	   0.00	0	    3.0	NaN	NaN	    4.3	   0.06	NaN	   0.10	  -0.37	   0.00	0	   14.0	NaN	NaN	    8.2	   1.31	NaN	   1.40	  -0.81	   0.00	0	    6.0	NaN	NaN	    5.3	   0.17	NaN	   0.36	  -0.47	   0.00	--------	-1	0.00	*
5:403760	   31.0	0	   11.0	NaN	NaN	    8.8	   0.36	NaN	   0.57	  -0.97	   0.00	0	    4.0	NaN	NaN	    4.3	   0.15	NaN	   0.21	  -0.36	   0.00	0	   10.0	NaN	NaN	    8.2	   0.46	NaN	   0.51	  -0.75	   0.00	0	    6.0	NaN	NaN	    5.7	   0.12	NaN	   0.29	  -0.66	   0.00	--------	-1	0.00	*
7:305463	   32.0	0	   11.0	NaN	NaN	    8.5	   0.38	NaN	   0.63	  -0.55	   0.00	0	   10.0	NaN	NaN	    4.0	   1.93	NaN	   2.07	  -0.33	   0.00	0	    9.0	NaN	NaN	    9.7	   0.17	NaN	   0.20	  -0.99	   0.00	0	    2.0	NaN	NaN	    5.1	  -0.03	NaN	   0.02	  -1.13	   0.00	--------	-1	0.00	*
mit:53499	   38.0	0	   14.0	NaN	NaN	    9.1	   0.76	NaN	   1.09	  -0.68	   0.00	0	    9.0	NaN	NaN	    4.1	   1.48	NaN	   1.61	  -0.59	   0.00	0	   14.0	NaN	NaN	   10.0	   0.82	NaN	   0.88	  -0.65	   0.00	0	    1.0	NaN	NaN	    1.6	  -0.01	NaN	   0.10	  -4.00	   0.00	--------	-1	0.00	*
mit:68292	   53.0	0	   15.0	NaN	NaN	   17.1	   0.05	NaN	   0.14	  -0.47	   0.00	0	   13.0	NaN	NaN	    8.9	   0.84	NaN	   0.94	  -0.60	   0.00	0	   20.0	NaN	NaN	   16.8	   0.56	NaN	   0.61	  -0.46	   0.00	0	    5.0	NaN	NaN	    3.0	   0.48	NaN	   0.73	  -0.47	   0.00	--------	-1	0.00	*
plasmid-2-micron:366	  670.0	0	  226.0	NaN	NaN	  298.2	  -0.02	NaN	   0.00	  -0.41	   0.74	0	  103.0	NaN	NaN	  118.0	   0.01	NaN	   0.03	  -0.39	   0.74	0	  216.0	NaN	NaN	  262.8	  -0.02	NaN	   0.00	  -0.47	   0.74	0	  125.0	NaN	NaN	  178.0	  -0.01	NaN	   0.00	  -0.50	   0.74	--------	-1	0.00	*
plasmid-2-micron:1951	  602.0	0	  142.0	NaN	NaN	  297.9	  -0.01	NaN	  -0.00	  -0.47	   0.00	0	   99.0	NaN	NaN	  114.5	   0.01	NaN	   0.03	  -0.49	   0.00	0	  241.0	NaN	NaN	  265.5	   0.01	NaN	   0.03	  -0.40	   0.00	0	  120.0	NaN	NaN	  163.2	  -0.02	NaN	   0.00	  -0.51	   0.00	--------	-1	0.00	*
plasmid-2-micron:4530	  529.4	0	  163.1	NaN	NaN	  312.6	  -0.01	NaN	  -0.00	  -0.60	   0.25	0	   96.9	NaN	NaN	  121.4	  -0.01	NaN	   0.00	  -0.75	   0.25	0	  181.7	NaN	NaN	  280.3	  -0.01	NaN	   0.00	  -0.73	   0.25	0	   87.7	NaN	NaN	  167.8	  -0.01	NaN	   0.00	  -0.77	   0.25	--------	-1	0.00	*
plasmid-2-micron:4748	  261.6	0	   58.9	NaN	NaN	  322.2	  -0.00	NaN	  -0.00	  -0.76	   0.25	0	   38.1	NaN	NaN	  113.5	   0.00	NaN	   0.00	  -0.56	   0.25	0	  102.3	NaN	NaN	  259.8	  -0.00	NaN	  -0.00	  -0.64	   0.25	0	   62.3	NaN	NaN	  167.2	  -0.00	NaN	  -0.00	  -0.89	   0.25	--------	-1	0.00	*
plasmid-2-micron:6117	  517.0	0	  176.0	NaN	NaN	  277.4	  -0.02	NaN	   0.00	  -0.45	   0.00	0	   70.0	NaN	NaN	  109.9	  -0.01	NaN	   0.00	  -0.51	   0.00	0	  152.0	NaN	NaN	  256.0	  -0.01	NaN	   0.00	  -0.34	   0.00	0	  119.0	NaN	NaN	  153.5	  -0.02	NaN	   0.00	  -0.46	   0.00	--------	-1	0.00	*
