Position	IP	CondAna_Present	CondAna_IP	CondAna_Control	CondAna_Fold	CondAna_Expectd	CondAna_Q_-lg10	CondAna_P_-lg10	CondAna_P_poiss	CondAna_IPvsEMP	CondAna_Noise	CondEth_Present	CondEth_IP	CondEth_Control	CondEth_Fold	CondEth_Expectd	CondEth_Q_-lg10	CondEth_P_-lg10	CondEth_P_poiss	CondEth_IPvsEMP	CondEth_Noise	CondGlu_Present	CondGlu_IP	CondGlu_Control	CondGlu_Fold	CondGlu_Expectd	CondGlu_Q_-lg10	CondGlu_P_-lg10	CondGlu_P_poiss	CondGlu_IPvsEMP	CondGlu_Noise	CondNit_Present	CondNit_IP	CondNit_Control	CondNit_Fold	CondNit_Expectd	CondNit_Q_-lg10	CondNit_P_-lg10	CondNit_P_poiss	CondNit_IPvsEMP	CondNit_Noise	KmerGroup	MotifId	KG_score	Strand
14:416976	  366.3	1	   32.8	NaN	NaN	   11.5	   6.03	NaN	   6.73	  -0.90	   0.06	1	  124.4	NaN	NaN	   11.9	  78.94	NaN	  79.83	  -0.75	   0.06	1	  206.4	NaN	NaN	   25.9	 108.74	NaN	 109.64	  -0.75	   0.06	0	    2.7	NaN	NaN	    6.7	  -0.20	NaN	   0.02	  -0.67	   0.06	--------	-1	0.00	*
14:416984	  366.0	0	   19.1	NaN	NaN	   11.7	   1.37	NaN	   1.79	  -0.75	   0.06	1	  176.6	NaN	NaN	   11.9	 135.96	NaN	 137.10	  -0.74	   0.06	1	  153.1	NaN	NaN	   25.8	  64.71	NaN	  65.30	  -0.71	   0.06	1	   17.3	NaN	NaN	    6.7	   2.55	NaN	   3.69	  -0.69	   0.06	--------	-1	0.00	*
14:416997	  213.7	1	   24.1	NaN	NaN	   11.7	   2.77	NaN	   3.33	  -0.87	   0.06	1	   76.1	NaN	NaN	   11.9	  34.91	NaN	  35.42	  -0.72	   0.06	1	  113.5	NaN	NaN	   25.5	  36.67	NaN	  37.09	  -0.73	   0.06	0	    0.0	NaN	NaN	    6.7	  -0.08	NaN	   0.00	  -0.60	   0.06	--------	-1	0.00	*
15:226240	  188.0	0	   19.0	NaN	NaN	   12.6	   0.87	NaN	   1.27	  -0.52	   0.24	1	   53.0	NaN	NaN	   11.1	  18.67	NaN	  19.11	  -0.60	   0.24	1	  106.0	NaN	NaN	   26.8	  29.97	NaN	  30.35	  -0.61	   0.24	0	   10.0	NaN	NaN	   10.5	  -0.20	NaN	   0.22	  -0.34	   0.24	--------	-1	0.00	*
15:756623	  284.0	1	   29.0	NaN	NaN	   10.5	   5.10	NaN	   5.70	  -0.63	   0.51	1	   66.0	NaN	NaN	   11.3	  27.58	NaN	  28.06	  -0.64	   0.51	1	  178.0	NaN	NaN	   26.5	  82.27	NaN	  82.97	  -0.40	   0.51	0	   11.0	NaN	NaN	    7.4	   0.10	NaN	   0.88	  -0.28	   0.51	--------	-1	0.00	*
15:1037666	  411.7	1	   49.0	NaN	NaN	   12.8	  12.86	NaN	  14.00	  -0.83	   0.06	1	  116.1	NaN	NaN	   13.9	  64.18	NaN	  65.02	  -0.68	   0.06	1	  234.8	NaN	NaN	   33.6	 111.58	NaN	 112.54	  -0.70	   0.06	0	   11.7	NaN	NaN	   10.7	  -0.25	NaN	   0.41	  -0.51	   0.06	--------	-1	0.00	*
15:1037688	  562.3	1	   63.0	NaN	NaN	   12.8	  22.42	NaN	  23.86	  -0.80	   0.06	1	  208.9	NaN	NaN	   14.0	 160.96	NaN	 162.23	  -0.75	   0.06	1	  252.2	NaN	NaN	   33.6	 126.91	NaN	 128.05	  -0.72	   0.06	1	   38.3	NaN	NaN	   10.7	   9.23	NaN	  10.67	  -0.82	   0.06	--------	-1	0.00	*
2:165431	  290.0	0	   20.0	NaN	NaN	   14.3	   0.66	NaN	   1.04	  -0.78	   0.23	1	   94.0	NaN	NaN	   12.4	  47.89	NaN	  48.56	  -0.67	   0.23	1	  170.0	NaN	NaN	   25.5	  78.06	NaN	  78.72	  -0.59	   0.23	0	    6.0	NaN	NaN	    7.6	  -0.17	NaN	   0.11	  -0.68	   0.23	--------	-1	0.00	*
2:365670	  287.0	0	   23.0	NaN	NaN	   13.5	   1.74	NaN	   2.21	  -0.65	   0.17	1	   84.0	NaN	NaN	   11.3	  43.38	NaN	  43.94	  -0.81	   0.17	1	  174.0	NaN	NaN	   29.7	  72.56	NaN	  73.19	  -0.64	   0.17	0	    5.9	NaN	NaN	    7.1	  -0.18	NaN	   0.15	  -0.51	   0.17	--------	-1	0.00	*
2:365681	  197.0	0	   14.0	NaN	NaN	   13.5	   0.07	NaN	   0.32	  -0.59	   0.17	1	   23.0	NaN	NaN	   11.3	   2.54	NaN	   2.85	  -0.59	   0.17	1	  155.0	NaN	NaN	   30.0	  57.27	NaN	  57.78	  -0.64	   0.17	0	    5.1	NaN	NaN	    7.3	  -0.17	NaN	   0.14	  -0.43	   0.17	--------	-1	0.00	*
5:304054	  243.0	1	   42.0	NaN	NaN	   12.8	   9.05	NaN	  10.01	  -0.56	   0.30	1	   42.0	NaN	NaN	   11.2	  11.42	NaN	  11.81	  -0.67	   0.30	1	  153.0	NaN	NaN	   28.5	  58.46	NaN	  59.00	  -0.52	   0.30	0	    6.0	NaN	NaN	    7.8	  -0.15	NaN	   0.10	  -0.13	   0.30	--------	-1	0.00	*
5:343404	  123.0	0	   14.0	NaN	NaN	   15.3	  -0.02	NaN	   0.18	  -0.46	   0.00	1	   32.0	NaN	NaN	   12.4	   5.27	NaN	   5.59	  -0.50	   0.00	1	   74.0	NaN	NaN	   28.3	  11.88	NaN	  12.19	  -0.74	   0.00	0	    3.0	NaN	NaN	   10.2	  -0.11	NaN	   0.00	  -1.12	   0.00	--------	-1	0.00	*
6:96180	  238.0	1	   35.0	NaN	NaN	   12.7	   6.05	NaN	   6.71	  -0.49	   0.52	1	   88.0	NaN	NaN	   13.0	  41.41	NaN	  41.95	  -0.61	   0.52	1	  106.0	NaN	NaN	   25.3	  31.96	NaN	  32.36	  -0.42	   0.52	0	    9.0	NaN	NaN	    6.7	  -0.07	NaN	   0.63	  -0.42	   0.52	--------	-1	0.00	*
6:107442	  114.0	0	   14.0	NaN	NaN	   11.8	   0.23	NaN	   0.52	  -0.56	   0.00	0	   19.0	NaN	NaN	   12.4	   1.03	NaN	   1.30	  -0.60	   0.00	1	   79.0	NaN	NaN	   25.1	  16.99	NaN	  17.31	  -0.64	   0.00	0	    2.0	NaN	NaN	    9.6	  -0.05	NaN	   0.00	  -4.00	   0.00	--------	-1	0.00	*
7:289718	  150.0	0	    6.0	NaN	NaN	   12.1	  -0.13	NaN	   0.01	  -0.65	   0.19	1	   83.0	NaN	NaN	    9.7	  46.18	NaN	  46.77	  -0.47	   0.19	1	   60.0	NaN	NaN	   23.0	   9.70	NaN	   9.99	  -0.43	   0.19	0	    1.0	NaN	NaN	    7.8	  -0.04	NaN	   0.00	  -4.00	   0.19	--------	-1	0.00	*
7:290293	  170.0	0	   17.0	NaN	NaN	   12.6	   0.53	NaN	   0.87	  -0.23	   0.46	1	   39.0	NaN	NaN	   10.5	  10.50	NaN	  10.88	  -0.55	   0.46	1	  112.0	NaN	NaN	   22.0	  41.04	NaN	  41.48	  -0.55	   0.46	0	    2.0	NaN	NaN	    7.5	  -0.13	NaN	   0.00	  -1.79	   0.46	--------	-1	0.00	*
7:496754	  434.9	1	   98.2	NaN	NaN	   22.6	  30.02	NaN	  31.76	  -0.57	   0.38	1	  138.9	NaN	NaN	   21.8	  61.72	NaN	  62.51	  -0.63	   0.38	1	  195.8	NaN	NaN	   45.8	  59.44	NaN	  60.01	  -0.63	   0.38	0	    2.0	NaN	NaN	   17.4	  -0.03	NaN	   0.00	   1.32	   0.38	--------	-1	0.00	*
7:496762	  437.1	0	   36.8	NaN	NaN	   22.6	   1.98	NaN	   2.49	  -0.46	   0.38	1	  133.1	NaN	NaN	   21.8	  57.67	NaN	  58.37	  -0.62	   0.38	1	  233.2	NaN	NaN	   45.7	  85.03	NaN	  85.77	  -0.59	   0.38	1	   34.0	NaN	NaN	   17.4	   2.53	NaN	   3.57	  -0.55	   0.38	--------	-1	0.00	*
